NEONsite,FluxnetSite,location,month,GPP_2001,GPP_2002,GPP_2003,GPP_2004,GPP_2005,GPP_2006,GPP_2007,GPP_2008,GPP_2009,GPP_2010,GPP_2011,GPP_2012,GPP_2013,GPP_2014,GPP_2015,NEE_2001,NEE_2002,NEE_2003,NEE_2004,NEE_2005,NEE_2006,NEE_2007,NEE_2008,NEE_2009,NEE_2010,NEE_2011,NEE_2012,NEE_2013,NEE_2014,NEE_2015,TER_2001,TER_2002,TER_2003,TER_2004,TER_2005,TER_2006,TER_2007,TER_2008,TER_2009,TER_2010,TER_2011,TER_2012,TER_2013,TER_2014,TER_2015
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,2,0.160708479,0.412476365,0.129867799,0.213128373,0.27127196,0.392265087,0.142400179,0.164531688,0.186979623,0.261602282,0.167632668,0.459824402,0.161508095,0.168850886,0.086857466,0.659293621,0.561079371,0.631734266,0.622374758,0.639245153,0.550511671,0.584692279,0.675033325,0.633824072,0.650994676,0.559645499,0.591337941,0.607046966,0.61645424,0.57895292,0.678995464,0.925600918,0.602647588,0.719777301,0.800851106,0.920487705,0.610171638,0.696636983,0.692866411,0.805868591,0.636791374,0.970104452,0.652856216,0.647553472,0.498455929
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,3,0.403393636,0.881862176,0.71509474,0.586342421,0.516999652,0.702536589,0.595329051,0.571440165,0.819543557,0.909569552,0.617817814,1.080642294,0.580233088,0.352186017,0.332693404,0.713005893,0.34211314,0.446800397,0.519397123,0.506913165,0.371676266,0.54527605,0.510490667,0.384123505,0.45433243,0.424935677,0.456091368,0.522860043,0.465105322,0.572306439,0.994635418,1.215613362,1.063091027,1.075796655,0.950789017,1.087476966,1.06394287,1.018667683,1.168932358,1.329381648,1.012533227,1.583214055,1.038136573,0.782878002,0.829716135
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,4,1.964310072,2.188025175,1.765407307,1.817365602,2.021169575,2.196472733,1.603179413,2.027054341,1.985200558,2.862675016,1.554322433,2.120975858,1.899525965,1.689304444,1.591746734,-0.205435546,-0.200093304,0.09696127,-0.018947924,-0.108918789,-0.234468594,0.131725763,-0.081093775,-0.093459859,-0.645856086,0.187815778,-0.261398182,-0.17885627,0.071249877,0.20179299,1.798191788,2.066524239,1.879375038,1.826412493,1.968767014,2.071987102,1.743750392,2.006224231,1.935130615,2.357501498,1.738802271,1.973541102,1.794505298,1.769846645,1.796865066
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,5,6.435439462,6.155575451,4.695148201,7.089024645,4.868526352,5.177149505,7.030742911,5.927666969,7.104756049,7.711856814,5.48555261,6.089133225,6.472315933,5.236404112,6.69672129,-2.639076544,-2.592143939,-1.285523181,-2.935005817,-1.485964216,-1.720597351,-3.290945166,-2.51095637,-2.905063311,-3.540737898,-1.844301108,-2.280026265,-2.736453285,-1.857016546,-2.961597569,3.805691095,3.552686831,3.313516439,4.029093298,3.255100621,3.456196819,3.824310045,3.468310994,4.023251358,4.121546425,3.563333043,3.804186909,3.761454462,3.381786042,3.83451681
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,6,8.337503646,8.430693026,8.198860071,8.780424443,8.594999396,7.611172349,8.773561657,8.302511334,7.049998601,8.276696803,8.093091488,8.121691355,7.982511816,8.239533906,7.872119078,-3.63447739,-3.767141241,-3.431628694,-4.215956824,-3.674925273,-3.001922039,-4.045900333,-3.580287621,-2.455682437,-3.637755384,-3.572008455,-3.748243599,-3.402339834,-3.695056668,-3.421257874,4.568312966,4.548956289,4.596868341,4.488046309,4.778652085,4.525887334,4.599934105,4.608741227,4.350448554,4.532754252,4.465835913,4.412360557,4.505085169,4.478348575,4.36696663
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,7,8.741119768,9.143293627,8.380163834,8.27810542,8.491895298,8.329005685,8.848115641,8.484334147,8.362774355,8.408528951,8.415532635,8.052137885,8.21590279,8.280017913,8.342473182,-4.103324142,-4.309705675,-3.508342907,-3.327544596,-3.57768528,-3.487609749,-4.10137949,-3.716167928,-3.835559016,-3.60608594,-3.769170662,-3.43238361,-3.403232135,-3.766422751,-3.729540791,4.585624284,4.817519215,4.79741471,4.796807333,4.833360518,4.827901177,4.716153397,4.755020594,4.506259622,4.811413398,4.72482608,4.681729809,4.828242821,4.527652696,4.651025081
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,8,8.132962905,8.120559197,7.472412948,7.800791062,7.712737998,7.073947984,7.877614641,7.765871075,7.606103411,7.603963133,7.231313215,7.347252924,7.012413309,7.60870101,7.836011629,-3.458946844,-3.353786922,-2.883622272,-3.20451229,-3.107173217,-2.689937759,-3.345595201,-3.408336007,-3.204789483,-3.067231098,-2.809597343,-3.148380573,-2.836222276,-3.185687961,-3.327011823,4.628891073,4.69462332,4.536686823,4.489498684,4.57087605,4.293561163,4.521029487,4.348920662,4.436250812,4.550953101,4.392734073,4.373742413,4.189560497,4.403885719,4.536890532
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,9,6.378090944,6.036091989,5.563703835,5.923828326,6.406592071,5.429293775,6.403502181,5.150473134,5.424798585,5.362394264,5.196034338,5.267525654,5.344454073,5.71766291,6.129824409,-2.193058372,-1.903331568,-1.654112495,-1.876568039,-2.105256716,-1.640954712,-2.15241157,-1.351649768,-1.69262685,-1.323169632,-1.273903323,-1.684823292,-1.643618351,-1.828551409,-1.994675889,4.004596624,4.01314894,3.67208482,3.785861335,4.135097101,3.572482012,4.114845135,3.554939615,3.532639148,3.828085971,3.712941125,3.489959531,3.525278103,3.697478708,4.022188942
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,10,2.617979359,2.478632609,2.137949812,2.271467645,2.150709217,1.928380213,2.680758088,2.163462686,1.62138085,2.341511805,2.25106107,1.616532267,1.926368257,1.994529959,2.645533143,0.014865058,-0.072568769,0.28178422,0.179089865,0.378012055,0.292934191,0.085019392,0.204842896,0.42984565,0.04386557,0.284592106,0.581092469,0.366222149,0.452056001,-0.058866271,2.500774568,2.235856175,2.299038632,2.324970285,2.459007768,2.093173316,2.614331772,2.216492062,1.934389867,2.281902345,2.429067004,2.120872701,2.161004396,2.333650119,2.446343005
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,11,0.843251472,0.536145894,0.621356673,0.681328799,0.676178188,0.852121491,0.521844887,0.500297907,0.792915312,0.680172506,0.761665869,0.619504514,0.506210933,0.642466561,0.737126199,0.740220793,0.785760416,0.726004155,0.70860282,0.725128817,0.780549774,0.728065329,0.742393339,0.800078903,0.684383151,0.728370413,0.719141545,0.719486372,0.809002074,0.723199638,1.512565996,1.197868918,1.249098208,1.305813301,1.314328516,1.569543467,1.142324458,1.131903412,1.508052851,1.284635334,1.406337021,1.230799664,1.101257058,1.401335219,1.373426682
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,12,0.383943231,0.187769605,0.318914109,0.266555367,0.204936807,0.517432887,0.213788754,0.274868781,0.24203209,0.221737505,0.344279046,0.333514985,0.195901262,0.318772172,0.504038451,0.69708517,0.76711171,0.762965453,0.722983399,0.719971577,0.78424544,0.77616487,0.805063961,0.743419021,0.716296798,0.71264489,0.735962973,0.70907863,0.78628762,0.789751279,0.975052454,0.779177739,0.936936194,0.843620271,0.761798172,1.192955118,0.815623837,0.924084446,0.830977148,0.789585865,0.922533784,0.927430353,0.757035546,0.949276927,1.179058742
JERC,US-xJE,The Jones Center At Ichauway NEON,1,0.817359844,0.907300967,1.064305276,0.974273534,1.10249884,1.083023614,1.146142713,1.131698053,1.110101019,0.945361047,0.832813332,1.147103087,0.998201105,0.892475205,0.930231502,0.208890845,0.187198819,0.01744086,0.097547657,0.142927597,0.195974705,0.165318848,0.072728351,0.138333302,0.0696854,0.110152145,0.063426033,0.211151951,0.09932723,0.197420905,1.41E+36,1.192810645,1.157286677,1.151710951,1.378347066,1.435960014,1.407946738,1.301303961,1.355298332,1.109579797,1.014251459,1.344313157,1.357781397,1.08485367,1.229032856
JERC,US-xJE,The Jones Center At Ichauway NEON,2,1.115968442,1.1333835,1.225762286,1.035242983,1.140961501,1.148405256,1.369449167,1.465964328,1.281703682,1.073927574,1.088137182,1.160338602,1.213026558,1.167745369,1.20771135,0.227678311,0.111953822,0.078227762,0.200127833,0.163908756,0.101970313,-0.109298157,-0.056238836,-0.065052725,0.042182957,0.104553284,0.133834991,0.099484196,0.13391888,-0.002859679,1.496278645,1.391216551,1.391775329,1.320468375,1.415922378,1.393941961,1.339513327,1.526446043,1.362112252,1.200266633,1.343942902,1.416586619,1.4134198,1.422384166,1.338628483
JERC,US-xJE,The Jones Center At Ichauway NEON,3,1.829976515,1.877539666,2.047465815,1.955294641,1.736484913,1.900398475,2.139086836,2.117805105,1.860747499,1.662527219,1.977708964,2.221293142,1.979159882,1.795855167,1.66834217,-0.066851153,-0.178467575,-0.039152299,-0.183479773,-0.016147887,-0.207511447,-0.288343218,-0.301723907,-0.089574027,-0.118604373,-0.16679583,-0.229508866,-0.342401344,-0.081737522,0.126597863,1.89184995,1.845458556,2.147881935,1.907130468,1.869236712,1.841751432,1.975291988,1.948641747,1.923644807,1.677076745,1.985651654,2.182974839,1.755826155,1.841008644,1.981788415
JERC,US-xJE,The Jones Center At Ichauway NEON,4,3.523421673,3.353277622,3.725480214,3.26039816,3.376666119,3.285197555,3.175368665,3.075686959,3.310230558,3.47271567,3.414176875,3.236125697,3.161589028,2.976739727,2.718598709,-0.849330746,-0.691262976,-0.924243829,-0.730028888,-0.790013599,-0.719131284,-0.65293792,-0.537717434,-0.729302447,-0.858955749,-0.834367138,-0.722655304,-0.629416025,-0.51422326,-0.215377082,2.788620287,2.855438238,2.89134134,2.679637031,2.675738004,2.775432631,2.648088423,2.708653253,2.695238341,2.780576925,2.766435049,2.739708041,2.685368597,2.6290076,2.724894094
JERC,US-xJE,The Jones Center At Ichauway NEON,5,3.821973962,4.172085676,4.391396384,4.296740869,4.25817092,4.015522583,3.753776291,4.005445949,3.792952383,4.482025253,3.532702801,3.803950792,4.200279505,4.119989349,4.22328775,-0.868050127,-1.053897686,-1.044453913,-1.084896817,-1.117173508,-1.014608356,-0.84185317,-1.012265886,-0.709213874,-1.166860972,-0.769262372,-0.937565166,-1.146478324,-1.064249738,-1.176715696,3.199003326,3.327676444,3.489447147,3.413837253,3.291493759,3.241004814,3.171544389,3.241555868,3.269393646,3.500812781,3.064913162,3.158533098,3.245666708,3.273302332,3.308603031
JERC,US-xJE,The Jones Center At Ichauway NEON,6,4.555959752,4.658025795,5.53980157,5.62973182,5.07677853,4.878764196,4.518737928,4.986495402,4.957515171,5.521842712,4.450599587,4.699516355,4.968060774,5.049851674,5.322725867,-1.009119432,-1.072916943,-1.518659634,-1.714392433,-1.273667757,-1.358899738,-0.99363523,-1.399156569,-1.364380404,-1.667586566,-1.1188765,-1.263207794,-1.201771338,-1.348444171,-1.486338815,3.775517639,3.767084121,4.025894462,3.97921379,3.900348095,3.727936321,3.709566127,3.78069294,3.792705849,3.933975098,3.591874965,3.652328329,3.878786792,3.842260375,3.909440656
JERC,US-xJE,The Jones Center At Ichauway NEON,7,6.299773167,6.55023878,6.42672833,7.250060713,6.447904488,6.371318132,6.327941062,6.295188203,6.020640993,6.489536848,6.108040836,6.343764914,5.920026668,5.874129747,6.655011462,-1.887541633,-2.126513939,-1.974362837,-2.574246176,-1.945025445,-1.988183344,-1.931300468,-1.918491003,-1.800284276,-2.06618688,-1.735096878,-2.022711147,-1.590891333,-1.644847364,-2.216804968,4.33843577,4.404795537,4.40445875,4.625954972,4.468574855,4.36935494,4.371686259,4.354410372,4.19918078,4.428837091,4.351020931,4.337697865,4.309860284,4.219435606,4.373494902
JERC,US-xJE,The Jones Center At Ichauway NEON,8,5.810871298,6.02126045,6.652913871,6.527786881,6.504930351,7.01899551,6.134130578,5.317470648,6.384109138,6.10731569,5.425832679,5.637511769,6.073750492,5.933033948,6.241817891,-1.49359561,-1.734168359,-2.043605367,-1.961444585,-1.99751221,-2.383870897,-1.714600544,-1.161041541,-1.942807514,-1.751844587,-1.554219725,-1.39019081,-1.73253364,-1.769451955,-1.876979593,4.232491794,4.301642483,4.479241006,4.443894878,4.43904945,4.575817476,4.398932157,4.191284921,4.364480555,4.344203384,4.012975062,4.20841851,4.326080642,4.209392921,4.346565905
JERC,US-xJE,The Jones Center At Ichauway NEON,9,4.064079366,4.055500611,4.283893234,3.923301436,4.60964558,4.650209444,4.298130446,4.200916789,4.640552744,3.871540847,3.640294905,4.23201223,4.332750697,4.283344055,3.823976367,-0.904557715,-0.639450192,-1.026451067,-0.673511069,-1.119244656,-1.089333734,-0.894530356,-0.956588867,-1.051929403,-0.860526883,-0.685129317,-0.982612282,-0.967857916,-0.873381165,-0.589977039,3.312965571,3.591775596,3.408732281,3.470555201,3.653981809,3.646619765,3.557230988,3.424936592,3.656103993,3.309046288,3.2211496,3.432328397,3.538795979,3.529425338,3.406596906
JERC,US-xJE,The Jones Center At Ichauway NEON,10,2.038295505,2.289827603,1.993814204,2.307083459,2.01368422,2.387948695,2.228744139,1.976450369,2.148668046,1.98194942,1.79314931,1.858683187,2.090200964,2.389208694,2.004228104,-0.137901185,-0.040050082,0.041332498,-0.088400593,-0.058138126,-0.208765228,-0.127182732,-0.032434363,-0.053409135,-0.097057778,0.03046775,0.002432086,-0.058270586,-0.296310069,0.067757403,2.119158897,2.468544726,2.280620925,2.47230088,2.214162241,2.343899514,2.334609024,2.160609503,2.33076703,2.136490056,2.067599032,2.131669349,2.278675901,2.319260729,2.370056213
JERC,US-xJE,The Jones Center At Ichauway NEON,11,1.217882003,1.426651388,1.38467971,1.520074907,1.194827679,1.493716577,1.44534269,1.195121466,1.254512079,1.197560605,1.091655986,1.030797488,1.156241101,1.101782279,1.350520398,0.24870179,-0.007687608,0.060208601,0.074923437,0.16739941,-0.011664037,0.055346174,0.052491868,0.177563469,0.100344774,0.226777457,0.235106684,0.232431324,0.122102504,0.196812727,1.665572966,1.526742432,1.619929081,1.712177643,1.521449792,1.614555016,1.643449142,1.383853969,1.571064102,1.458794713,1.485604529,1.438801904,1.537182176,1.369063258,1.762411138
JERC,US-xJE,The Jones Center At Ichauway NEON,12,0.897767746,1.034461248,1.001550469,1.124268415,0.97541155,1.084205167,1.137062733,1.057766195,0.924417122,0.880293723,1.150172719,0.781954869,0.838814684,0.967304587,0.991834667,0.254334846,0.105078857,0.08473795,0.022490524,0.153082862,0.287069642,0.24402039,0.321451002,0.16487707,0.085986911,0.157840003,0.296188527,0.240816333,0.248902441,0.311292017,1.291363179,1.209455685,1.169725721,1.242294301,1.228233356,1.508309269,1.541867843,1.542799716,1.192353158,1.06112528,1.447948018,1.193305369,1.179900703,1.329676066,1.44367621
JORN,US-xJR,Jornada Experimental Range NEON,1,0.310244594,0.319664993,0.370643482,0.365643432,0.400638977,0.392644863,0.364371235,0.326320169,0.353602751,0.295620005,0.323256458,0.321170901,0.276453074,0.337645386,0.299232159,0.021203553,0.025076706,0.013783084,0.026942803,0.015818646,0.000470722,0.002370349,-0.00013139,0.008517565,0.018608192,0.009016386,0.031403612,0.016109819,0.010136988,0.045086795,1.41E+36,0.374096877,0.404439082,0.414908946,0.426589733,0.410767794,0.412291329,0.367585752,0.384342704,0.377789059,0.371848743,0.390402372,0.358927056,0.378930662,0.394299847
JORN,US-xJR,Jornada Experimental Range NEON,2,0.380612836,0.402509091,0.477548253,0.373232378,0.531548854,0.440948808,0.505245581,0.423739568,0.391927998,0.387805478,0.365486796,0.330003177,0.381371352,0.424691866,0.406287994,0.00848328,-0.00825434,-0.011618001,0.008765,-0.009451154,-0.007897205,-0.070493192,-0.004039533,-0.004304644,-0.002068115,-0.001103811,0.02310899,-0.002379096,0.020590854,0.036100308,0.405796311,0.41481654,0.462221085,0.414184208,0.50912906,0.438708074,0.444206454,0.42571181,0.404686387,0.400811875,0.392291994,0.381904644,0.403863432,0.445425205,0.448370626
JORN,US-xJR,Jornada Experimental Range NEON,3,0.507207861,0.546278295,0.627592703,0.523774088,0.845114588,0.48184736,0.712549961,0.496106368,0.495062555,0.460054289,0.450865061,0.412432329,0.427306924,0.537110864,0.500526103,-0.036529183,-0.044228777,-0.088539626,0.006553312,-0.218511525,-0.002993276,-0.167915716,-0.04444895,-0.021667684,-0.042297415,-0.002603658,-0.021273825,-0.001028095,-0.035522909,-0.015053135,0.484114611,0.514554549,0.528569652,0.541050823,0.601167434,0.480600664,0.557764568,0.471589959,0.491859731,0.434510731,0.478563419,0.434834415,0.456414972,0.513351868,0.501128631
JORN,US-xJR,Jornada Experimental Range NEON,4,0.714903621,0.604146585,0.809987709,0.790823316,1.094237719,0.577474968,0.912205325,0.559444954,0.545293429,0.733167021,0.499816468,0.560758176,0.491783632,0.608784014,0.632745943,-0.135534236,-0.040346084,-0.181205254,-0.124194361,-0.331418237,-0.036560936,-0.244320522,-0.05901344,-0.036201328,-0.150520529,-0.001113244,-0.04235098,-0.003375102,-0.072915699,-0.099737122,0.628563472,0.644121132,0.655391004,0.689837878,0.739767615,0.615645722,0.682971346,0.566763627,0.58098088,0.625943704,0.584951223,0.614861102,0.578377616,0.59539233,0.59799992
JORN,US-xJR,Jornada Experimental Range NEON,5,0.748801185,0.638751977,0.767086603,0.890557028,0.968503902,0.557941357,1.261749199,0.524860078,0.557368768,0.836410184,0.523628454,0.701294343,0.503721529,0.596394204,0.734924619,-0.050410614,-0.01080745,-0.066237164,-0.128355458,-0.173484656,0.050798125,-0.345239137,0.033636307,0.050968458,-0.139149892,0.02787553,-0.043599842,0.054841692,-0.009847405,-0.090795166,0.801780887,0.744181614,0.792300888,0.834844002,0.855317632,0.751967484,0.910820774,0.679080355,0.741727032,0.768424294,0.679677968,0.763586952,0.693543512,0.705198228,0.715814712
JORN,US-xJR,Jornada Experimental Range NEON,6,0.66210198,0.514636047,0.714730238,0.789087437,0.845760213,0.515148962,1.053529137,0.483039743,0.661259937,0.72759782,0.370659335,0.576436275,0.397445923,0.475511937,0.559557273,0.065832915,0.133064915,0.0198966,-0.016789889,-0.033504474,0.1245552,-0.18026715,0.132342964,0.023424994,0.021883362,0.182078723,0.100682616,0.189812902,0.152344428,0.101446179,0.872705518,0.839620449,0.861752356,0.892312768,0.93531287,0.830183771,0.969550393,0.796566824,0.812863124,0.892491013,0.757994811,0.852075123,0.797346529,0.826113028,0.833910312
JORN,US-xJR,Jornada Experimental Range NEON,7,0.772507862,0.744859352,0.651464675,0.781868291,0.726731843,0.707146643,1.091769551,1.246602418,0.765871526,1.048896795,0.476106744,0.67075276,0.650307484,0.580356975,0.953325805,0.016080952,0.02846929,0.101056247,0.02022072,0.062042767,0.067527496,-0.141405494,-0.24339183,0.03197155,-0.125469388,0.169102452,0.0613549,0.075146773,0.110763014,-0.093569494,0.930731688,0.933279446,0.94277222,0.95310293,0.957301929,0.918190778,1.050813144,1.042425441,0.942289704,1.038973239,0.834563512,0.892995886,0.885296256,0.868082055,0.969563784
JORN,US-xJR,Jornada Experimental Range NEON,8,0.824477366,0.862904169,0.717164689,1.073624814,0.968394343,1.577375888,1.115097437,1.905545999,0.711381056,1.323458741,0.713451878,0.73916639,1.241355393,1.048159719,0.898291333,0.009541716,0.004881166,0.068088174,-0.113367275,-0.055631994,-0.328320937,-0.14398535,-0.549270827,0.051144501,-0.260982655,0.076641639,0.052335397,-0.192595886,-0.100039,-0.028077036,0.965562551,1.007698269,0.954635955,1.02970893,1.006844072,1.192040037,1.066817309,1.261549736,0.901510681,1.115976851,0.942812236,0.937446874,1.113302378,1.029323739,1.002831159
JORN,US-xJR,Jornada Experimental Range NEON,9,0.948801614,0.83472268,0.725052888,0.992380314,1.005130725,1.866445553,0.979724023,1.570147679,0.82962998,1.046110746,0.640897414,0.741746482,1.479611321,1.245295297,0.636215143,-0.06118827,-0.004473627,0.043851039,-0.088503434,-0.090730935,-0.512613134,-0.089061707,-0.396284015,-0.011153961,-0.123904033,0.061959314,0.00976337,-0.326806307,-0.173838329,0.092667803,0.935837905,0.905158201,0.881485957,0.938702994,0.969885803,1.194288873,0.945849949,1.079756292,0.858924097,0.974563627,0.806762301,0.840556208,1.103610076,1.053542629,0.857164479
JORN,US-xJR,Jornada Experimental Range NEON,10,0.760325013,0.728882764,0.632375513,0.897507315,0.85041183,1.20924576,0.733466704,0.807619925,0.676941053,0.721318822,0.529576915,0.573452034,0.976377573,0.860314474,0.703259077,-0.04315429,-0.003227866,0.030207774,-0.099926773,-0.081828487,-0.289595751,-0.065202171,-0.104926755,-0.009114763,-0.051235386,0.030191941,0.019440293,-0.208855053,-0.093158744,-0.003724355,0.716631035,0.713904213,0.69275859,0.761826467,0.749172337,0.845806588,0.684192352,0.701083878,0.669431962,0.68349343,0.584841269,0.620793005,0.740214179,0.752348215,0.709444995
JORN,US-xJR,Jornada Experimental Range NEON,11,0.467005134,0.452704993,0.451285657,0.552548641,0.486814028,0.645099283,0.476463538,0.472335513,0.390092289,0.429197599,0.363769414,0.383156963,0.44808799,0.450564744,0.456514586,0.027129677,0.018551103,0.03966765,-0.017166422,-0.008192238,-0.085207429,0.050501309,-0.010610313,0.035755245,-0.00788388,0.045547506,0.064541019,0.034882232,0.011996385,0.0075215,0.492596976,0.475355674,0.490413994,0.518323344,0.481096404,0.540816523,0.519804922,0.467465582,0.443733272,0.439882004,0.435183816,0.456226335,0.48961532,0.468098693,0.462437951
JORN,US-xJR,Jornada Experimental Range NEON,12,0.301630783,0.342652844,0.344687928,0.379642948,0.368885155,0.390966929,0.355454101,0.374868707,0.300748391,0.327854551,0.325206014,0.300043528,0.333999867,0.347184361,0.319154287,0.023684072,0.02190429,0.02420459,0.006275338,0.024109357,-0.009767979,-0.00153053,0.016136898,0.01883003,0.038842525,0.034809154,0.031856511,0.01056455,0.031974086,0.027545752,0.370407427,0.410284619,0.400336151,0.412741509,0.40943691,0.412327718,0.393980056,0.409244353,0.372980036,0.400446299,0.433884693,0.382022785,0.380786403,0.415068944,0.393165187
KONA,US-xKA,Konza Prairie Agroecosystem NEON,1,0.253944129,0.31344503,0.298296037,0.290790155,0.265834758,0.371203695,0.253036304,0.213119535,0.29801715,0.164786649,0.206269722,0.32477004,0.255239471,0.274947534,0.243230902,0.237352095,0.213518752,0.22046245,0.249785062,0.274482585,0.278124004,0.303270165,0.240256853,0.224644032,0.248346128,0.24799983,0.219967948,0.218949297,0.256839022,0.23905951,1.41E+36,0.576502296,0.556694303,0.572627732,0.573850951,0.704259914,0.577437114,0.480292739,0.561084534,0.430568538,0.482829577,0.593282973,0.512525447,0.565946972,0.521904074
KONA,US-xKA,Konza Prairie Agroecosystem NEON,2,0.256302322,0.383297929,0.318333379,0.199857384,0.334724561,0.389401517,0.275660286,0.353440652,0.383148972,0.278208822,0.279187991,0.331252904,0.323119078,0.276448443,0.343654487,0.251636282,0.248657431,0.227176172,0.288125246,0.296540367,0.183550559,0.195287792,0.237524925,0.243442936,0.199436427,0.24311268,0.21269595,0.249994088,0.247467685,0.302276338,0.531849675,0.689822531,0.58259174,0.532316141,0.700087364,0.625794208,0.510559522,0.624607077,0.690497516,0.514069983,0.576731713,0.617005724,0.618838843,0.547062479,0.696192264
KONA,US-xKA,Konza Prairie Agroecosystem NEON,3,0.469433287,0.525028265,0.568310579,0.632616543,0.522133273,0.601159274,0.634585654,0.501415355,0.530833712,0.459855327,0.517678363,0.763841204,0.472124343,0.498715592,0.433264705,0.244096359,0.240338281,0.219636098,0.225593032,0.241162353,0.23788888,0.311675664,0.284057764,0.286676785,0.31361173,0.312851628,0.302290116,0.20961745,0.223179084,0.280826628,0.766028185,0.825352364,0.854225125,0.968262261,0.836166683,0.898442617,1.039407303,0.836932953,0.87197384,0.814238604,0.898949303,1.170360519,0.715486358,0.767267054,0.83061968
KONA,US-xKA,Konza Prairie Agroecosystem NEON,4,1.625648273,1.313600117,1.965241511,2.018376616,1.481241202,1.789953319,1.31105213,0.983907245,1.126941036,1.677233441,1.126855654,2.983327891,1.048918832,0.9352832,1.189816215,-0.136761035,0.154590191,-0.196046252,-0.267666502,0.004605241,-0.092531934,0.058941828,0.197275957,0.122975415,-0.094791191,0.194667186,-0.735145364,0.223917318,0.318547616,0.153622819,1.60234601,1.577794227,1.820568245,1.816396849,1.578143955,1.789182589,1.504500001,1.291338328,1.370885543,1.671173127,1.414695567,2.269680459,1.346990523,1.34541459,1.434570237
KONA,US-xKA,Konza Prairie Agroecosystem NEON,5,4.425913587,3.95075909,4.912212618,4.761115582,3.448813958,3.535708064,3.83378783,3.272294119,3.589097637,3.818264872,3.386364502,3.941798399,3.519068828,3.274086702,3.4404239,-1.153887783,-1.037173478,-1.45194068,-1.238230249,-0.779854338,-0.672307377,-0.779593253,-0.628757109,-0.709357883,-0.818141546,-0.624786977,-0.906638674,-0.618852537,-0.52784505,-0.57714242,3.200018139,2.897296131,3.297492677,3.401844936,2.743983721,2.926982078,3.072625266,2.759009568,2.946916644,2.992614178,2.870308177,3.110183178,2.915117003,2.84317477,2.898645083
KONA,US-xKA,Konza Prairie Agroecosystem NEON,6,5.243975655,4.698584134,5.408990032,5.194955163,5.183109725,3.932032271,5.167186216,5.805908619,5.693031773,5.672167905,5.537506786,3.783994241,5.620575113,5.537818465,4.684772784,-1.268768078,-0.992005404,-1.405482101,-1.280160131,-1.252255588,-0.659925504,-1.240834633,-1.646646222,-1.600673867,-1.440149052,-1.466661669,-0.653346529,-1.544516967,-1.365671582,-0.900318926,3.879792231,3.71503304,3.880497896,3.85012172,3.823796951,3.397818656,3.868858115,4.003500221,3.970397737,4.083620437,3.968130323,3.309475184,3.952061496,4.034593104,3.803036986
KONA,US-xKA,Konza Prairie Agroecosystem NEON,7,4.72402709,2.712453835,4.300083836,5.710964681,4.998875398,3.525221744,4.42632501,5.660407931,6.315815895,5.598143243,4.789415766,2.726281436,4.659614357,4.762344329,5.138608239,-0.919383678,0.039141502,-0.797837428,-1.466424425,-1.174664545,-0.450151371,-0.816730804,-1.427984782,-1.977482792,-1.367470444,-1.021441345,-0.035677037,-0.846004885,-1.086973362,-1.20821561,3.863217706,3.082153901,3.598431392,4.084807961,3.814198366,3.305928549,3.684983938,4.100593003,4.132928214,4.109975823,3.80527072,3.038634054,3.826556729,3.693596381,3.882952974
KONA,US-xKA,Konza Prairie Agroecosystem NEON,8,3.764847657,3.133139679,2.089858089,4.637459026,4.13288569,3.289838305,3.361623806,4.63246523,4.913182582,3.724634122,4.140533193,2.062191034,4.892767434,3.375208935,4.477833322,-0.566336309,-0.211484163,0.212114636,-1.079445272,-0.652883592,-0.293350261,-0.394498141,-0.935917972,-1.129037079,-0.675752122,-0.746619283,0.158798365,-1.0572359,-0.392227024,-0.963648594,3.354221803,3.156303281,2.683819659,3.517238603,3.541725848,3.217268219,3.210518838,3.626722301,3.658576012,3.241798173,3.469068597,2.565428346,3.740071479,3.209958736,3.508097025
KONA,US-xKA,Konza Prairie Agroecosystem NEON,9,2.629804827,2.147593932,2.282065598,2.288736558,2.695169279,2.655227683,1.876071046,2.411920216,2.21078914,2.045875569,2.035632518,1.917736448,2.734914345,2.294988907,2.327994613,-0.272701449,0.007481018,-0.11180318,-0.098047339,-0.181720895,-0.284074287,0.137471705,-0.159790066,-0.088169661,-0.004590629,-0.038523659,0.065887152,-0.201908677,-0.044507378,-0.049681621,2.534622078,2.375194989,2.372345339,2.388895887,2.69590233,2.495698567,2.247300987,2.393953976,2.313280259,2.319348267,2.217037659,2.178111416,2.713781369,2.460535099,2.492560686
