NEONsite,FluxnetSite,location,month,GPP_2001,GPP_2002,GPP_2003,GPP_2004,GPP_2005,GPP_2006,GPP_2007,GPP_2008,GPP_2009,GPP_2010,GPP_2011,GPP_2012,GPP_2013,GPP_2014,GPP_2015,NEE_2001,NEE_2002,NEE_2003,NEE_2004,NEE_2005,NEE_2006,NEE_2007,NEE_2008,NEE_2009,NEE_2010,NEE_2011,NEE_2012,NEE_2013,NEE_2014,NEE_2015,TER_2001,TER_2002,TER_2003,TER_2004,TER_2005,TER_2006,TER_2007,TER_2008,TER_2009,TER_2010,TER_2011,TER_2012,TER_2013,TER_2014,TER_2015
NIWO,US-xNW,Niwot Ridge NEON,11,0.499749177,0.316827794,0.355177271,0.306452961,0.339495842,0.399239239,0.574703034,0.49264084,0.40923556,0.318573414,0.303269723,0.548339507,0.392868064,0.429159668,0.383561152,0.023181011,0.12347109,0.102093166,0.123081261,0.10865608,0.115070939,0.091714097,0.091533549,0.1135757,0.121957809,0.142456658,0.06761574,0.132139033,0.122905324,0.115472323,0.636642933,0.525829917,0.554284663,0.521623266,0.53026601,0.613665338,0.741130458,0.6730151,0.610197539,0.527217031,0.534439181,0.715853186,0.601795609,0.629755006,0.578636304
NIWO,US-xNW,Niwot Ridge NEON,12,0.15561751,0.187813051,0.174725974,0.20672526,0.213662149,0.115078834,0.053929817,0.201401459,0.057448887,0.18006316,0.150653686,0.12944438,0.203810043,0.152602009,0.12830696,0.118030072,0.116636742,0.130486862,0.143217291,0.135224154,0.191844734,0.171474445,0.1293926,0.174893747,0.159536966,0.177757463,0.148491168,0.147670019,0.181098493,0.167260625,0.381180875,0.398891227,0.40228084,0.445953538,0.433585457,0.388476087,0.293814135,0.422751161,0.295217997,0.418585584,0.421961379,0.361494192,0.424428068,0.395094422,0.369420319
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,1,0.113167287,0.168401811,0.148163769,0.110989297,0.11489169,0.165808397,0.113317209,0.115449803,0.113384509,0.10429847,0.099730925,0.213986718,0.108714493,0.11680446,0.129803422,0.07097293,0.085642607,0.076579992,0.03088906,0.007026173,0.111398231,0.072786909,0.038772555,0.036380642,0.029794492,0.053050268,0.092274074,0.044445653,0.053729635,0.035798618,1.41E+36,0.306039439,0.284770818,0.210324813,0.219003859,0.336217517,0.233002447,0.222628041,0.219377604,0.200764325,0.222367604,0.375318362,0.209960521,0.245217041,0.228534318
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,2,0.108939862,0.227491561,0.125051573,0.136627777,0.223739735,0.181872397,0.127479132,0.142927254,0.109059065,0.094368357,0.126354577,0.225075708,0.128431312,0.119811447,0.158601981,0.021295191,0.063703476,0.0283368,0.040029326,0.144646978,0.065734801,0.037251967,0.022412751,0.058535544,-0.00496573,0.049901258,0.060897033,0.048021783,0.00343397,0.03290202,0.17859745,0.353950069,0.202750434,0.251218848,0.409734909,0.31754886,0.225640442,0.216758517,0.209206304,0.16191598,0.215886549,0.350089594,0.211001384,0.187376904,0.23701407
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,3,0.238920286,0.255086856,0.26109776,0.314882323,0.299832291,0.301465851,0.273149728,0.306362831,0.157459472,0.231180765,0.171567156,0.438201205,0.206388513,0.292307444,0.335380672,0.148643098,0.087858594,0.152628446,0.203325229,0.182266267,0.143560961,0.213159131,0.160610488,0.138607459,0.155308608,0.104470722,0.193894271,0.147414946,0.128397224,0.14632726,0.434665153,0.377712853,0.467971942,0.565163285,0.514636265,0.483742482,0.53784828,0.486905725,0.354129679,0.420680085,0.311388612,0.661907139,0.377951984,0.461228684,0.530951617
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,4,0.629898721,0.630740463,0.768850086,0.85982272,0.720534145,0.859278271,0.890029141,0.6133322,0.577012344,0.864214783,0.495460443,1.003865471,0.390398735,0.635096457,0.745583219,0.152253479,0.162129748,0.193086445,0.119439567,0.279587635,0.191995843,0.018779897,0.189788808,0.171063662,0.074940184,0.23089814,0.03154124,0.173923332,0.156869152,0.241263705,0.780237703,0.772555107,0.921442037,0.923458377,0.942314283,1.02080046,0.877971801,0.746722499,0.749696189,0.934392817,0.743892644,0.997779915,0.568130279,0.763755224,0.919039013
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,5,2.211438934,1.478794097,2.176219728,1.596569309,1.598853177,1.798517994,2.621711046,1.398266092,2.14464699,2.170886138,1.980648523,2.443449173,1.793160106,1.679576907,1.791470357,-0.307844097,0.008014122,-0.301868443,0.038065975,-0.027520231,-0.04002039,-0.488059907,0.114222645,-0.338603796,-0.338260105,-0.245730606,-0.437155903,-0.107745202,-0.032638609,-0.136010745,1.822707117,1.398730094,1.814041952,1.597874097,1.526234586,1.702909946,2.05098563,1.44926389,1.691051244,1.787378372,1.677574662,1.934288971,1.63219859,1.568696664,1.592465556
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,6,4.646039076,2.468671025,4.655612774,3.823728447,4.819571936,2.182855289,5.818665123,3.94464814,4.819671609,4.785283238,4.419764183,3.950182039,4.889755869,3.978706953,4.645676936,-1.396640083,-0.167376435,-1.390615685,-1.004941067,-1.502746125,0.021533846,-2.135852171,-1.074820002,-1.508909109,-1.481356637,-1.245345816,-1.047908301,-1.555638182,-0.983280009,-1.372741996,3.18281437,2.410163585,3.21357278,2.810548503,3.257443102,2.361152343,3.527662699,2.885367092,3.2246561,3.2144639,3.110967446,2.929610438,3.244569858,2.970876576,3.213368124
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,7,5.107452763,2.67596634,3.360882962,3.399496637,4.008690745,1.254971588,4.447752383,3.307503463,5.300864396,4.610550352,5.221363386,3.198192003,4.542777558,5.150784318,5.034568528,-1.569012892,-0.19713352,-0.650671782,-0.662941464,-0.995325661,0.494316962,-1.217990446,-0.642442853,-1.758207287,-1.323476286,-1.547309577,-0.473290586,-1.209339092,-1.644928799,-1.597499273,3.492336124,2.654711914,2.845767104,2.843362547,3.100011122,2.109096754,3.291227198,2.813392203,3.427543152,3.295289395,3.600554013,2.880349291,3.308026243,3.429049774,3.422221914
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,8,2.918756637,1.662049388,1.428851503,1.730781936,2.399940321,1.005502968,2.512028105,1.810896264,2.468175343,3.038915909,3.768388401,1.968470473,2.68594542,3.190506321,2.513106577,-0.450377604,0.227945618,0.357240522,0.187100032,-0.148149772,0.503664669,-0.169929509,0.180577773,-0.141694858,-0.515589302,-0.946954476,0.060495737,-0.256095022,-0.561056685,-0.199161948,2.517495881,2.032861899,2.056956687,2.025263807,2.298045847,1.779463197,2.417395824,2.148169998,2.372836685,2.552479912,2.766840342,2.114777297,2.464702259,2.607796848,2.385280423
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,9,1.137604114,0.854857025,0.898718372,1.118623027,1.019589515,0.882173058,1.581129946,1.192596189,1.271522599,1.570204675,1.57020562,0.91749207,1.747265754,1.744812333,1.153090689,0.352415801,0.406072803,0.413947596,0.336060446,0.44850353,0.431887961,0.037524273,0.291133097,0.296519643,0.067551479,0.080443842,0.393651494,-0.013455023,-0.011069693,0.36045372,1.597420526,1.335539142,1.362186651,1.531901255,1.517620221,1.388292046,1.673014257,1.542100178,1.675362809,1.712222925,1.694665353,1.338886093,1.826029248,1.770695673,1.635946892
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,10,0.522469566,0.316472886,0.453151367,0.484687007,0.506115363,0.472498216,0.509620102,0.525934616,0.403919071,0.698513088,0.592427634,0.398494042,0.672261412,0.569282817,0.524088349,0.270369565,0.269981721,0.357695231,0.344033795,0.361866039,0.228520527,0.313177554,0.317371711,0.300462325,0.246265875,0.25867741,0.329579729,0.197171146,0.329172824,0.334603522,0.835641149,0.640932066,0.854864988,0.897585957,0.951103957,0.726028872,0.887010965,0.899096392,0.780937077,0.988777157,0.889734166,0.772153167,0.878707561,0.961383202,0.916414534
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,11,0.265184987,0.24559772,0.157197617,0.256394122,0.225347008,0.21707157,0.21741866,0.192870312,0.23613912,0.218589918,0.22834371,0.201249758,0.212874629,0.160426025,0.2241815,0.235619297,0.219150741,0.19835841,0.204414491,0.194121152,0.168442525,0.180398965,0.221760836,0.211270829,0.188787078,0.188700029,0.195366239,0.143383418,0.119405589,0.218321484,0.572141125,0.52081436,0.429376996,0.52650514,0.475496724,0.444777312,0.43281958,0.469266303,0.509380702,0.447358236,0.473123783,0.474025032,0.406569974,0.343093902,0.50554718
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,12,0.141377022,0.163319786,0.132922803,0.150781477,0.187583524,0.158304098,0.125385751,0.114222925,0.111160618,0.12079181,0.202843997,0.115116704,0.119118829,0.132757169,0.120072717,0.098336137,0.11179463,0.069620565,0.100818244,0.13778917,0.114561988,0.091195714,0.042508646,0.063120341,0.08818945,0.138022659,0.082329789,0.05161347,0.085040801,0.101585707,0.319160899,0.321734021,0.261968856,0.329274132,0.405170725,0.337773171,0.271329019,0.222431253,0.235572415,0.24858693,0.42978597,0.256801071,0.234442149,0.2818654,0.285573769
ONAQ,US-xNQ,Onaqui NEON,1,0.176831195,0.145078201,0.269581611,0.13199581,0.285464937,0.217890774,0.147146523,0.134227578,0.18629575,0.156829112,0.181545845,0.212247829,0.115251102,0.195430948,0.211095953,-0.159867312,-0.161932145,-0.106343029,-0.143603845,-0.131992378,-0.123445548,-0.165307271,-0.165028407,-0.136985429,-0.151041558,-0.158918079,-0.118332467,-0.126384496,-0.164507184,-0.116078028,1.41E+36,0.225387655,0.345972941,0.20213533,0.353050321,0.285725382,0.203248433,0.212613604,0.249492473,0.226396122,0.242292387,0.28818069,0.179702605,0.257134972,0.297259312
ONAQ,US-xNQ,Onaqui NEON,2,0.250431387,0.203059358,0.265378506,0.150299686,0.339495163,0.235914124,0.258173662,0.178680769,0.255892078,0.226875161,0.260548243,0.26689544,0.175911246,0.318664831,0.44651407,-0.138039151,-0.141631198,-0.132314834,-0.122244855,-0.140093148,-0.120453319,-0.122615901,-0.123423826,-0.1155626,-0.136590976,-0.128963502,-0.121460136,-0.14470182,-0.139438667,-0.103585474,0.328457221,0.277009378,0.334520324,0.223681355,0.374776901,0.300532593,0.339320484,0.253851369,0.335496663,0.307266908,0.323516344,0.333557819,0.22202402,0.353601127,0.444538795
ONAQ,US-xNQ,Onaqui NEON,3,0.677857907,0.365811827,0.478218897,0.587620274,0.724282555,0.371003929,0.709463768,0.439244414,0.567643602,0.424544674,0.488714149,0.566825662,0.510940155,0.668868165,0.615262751,-0.227580191,-0.125470367,-0.110451616,-0.142065668,-0.297725473,-0.07888946,-0.238949765,-0.118756833,-0.165252733,-0.099062169,-0.100144197,-0.116397618,-0.18857761,-0.233876848,-0.178781814,0.53643047,0.381252088,0.462233163,0.523051487,0.54667347,0.431300607,0.558001239,0.440157729,0.491487109,0.440218133,0.484832647,0.51165114,0.440986713,0.533300057,0.508526174
ONAQ,US-xNQ,Onaqui NEON,4,1.19832142,0.980729513,0.975839556,1.186969433,1.271849386,1.237122342,1.20436081,0.80061319,1.029505697,0.852794194,1.008102927,1.040315481,0.996578283,0.949266917,0.934469341,-0.488384161,-0.303489806,-0.327895784,-0.443107453,-0.523045704,-0.423812109,-0.473901012,-0.270389881,-0.379633079,-0.278617127,-0.364817006,-0.293780686,-0.363642485,-0.341166386,-0.26345639,0.777327023,0.733701981,0.730560637,0.813230477,0.81965325,0.863480032,0.795417878,0.621419579,0.732577495,0.665526187,0.719679742,0.761914033,0.700470281,0.69264926,0.705593399
ONAQ,US-xNQ,Onaqui NEON,5,1.605533625,1.311195249,1.505805221,1.820701035,2.252070671,1.701868623,1.402447888,1.197837699,1.622821331,1.581371198,1.767179947,1.301854608,1.407497604,1.388926812,1.318204975,-0.493531664,-0.378456785,-0.476389602,-0.627444241,-0.832705895,-0.547137248,-0.370761826,-0.334200994,-0.527215474,-0.634377441,-0.645108697,-0.354492913,-0.416015323,-0.441899498,-0.357190717,1.063856059,0.942718873,1.034600316,1.15827613,1.299065852,1.11441662,0.980423051,0.883931976,1.078625709,1.01754202,1.1162602,0.910579645,0.972391926,0.963078315,0.991236871
ONAQ,US-xNQ,Onaqui NEON,6,1.452735353,1.363568311,1.503956664,1.86751932,2.19696183,1.496868453,1.373601792,1.577296706,1.508095128,1.919298162,2.157830171,1.288715257,1.46350041,1.265138285,1.567662174,-0.300000371,-0.268078672,-0.347931095,-0.530517941,-0.76454348,-0.333460504,-0.283799679,-0.413093243,-0.388601227,-0.586086114,-0.710614368,-0.241051896,-0.331166408,-0.222635472,-0.37181378,1.112067883,1.065971675,1.115120836,1.281806192,1.333449947,1.132165382,1.065824447,1.123091793,1.098917155,1.277097148,1.313345579,1.036209809,1.09671346,1.021007669,1.195624935
ONAQ,US-xNQ,Onaqui NEON,7,1.125996423,1.04810998,1.290249878,1.626195605,1.552811892,1.152178751,0.918368452,1.188935076,1.416748208,1.360760087,1.529894113,0.88426096,1.015741559,0.955839407,1.253781825,-0.133729065,-0.065783375,-0.187589436,-0.36870909,-0.340531027,-0.143347868,-0.005935228,-0.166202526,-0.291976943,-0.250949383,-0.34719762,-0.007704829,-0.058790551,-0.041718633,-0.2133973,1.014100506,1.016851415,1.124974146,1.236767646,1.206821621,1.030888221,0.957860315,1.044663437,1.126583446,1.11992225,1.178229088,0.916761283,0.998754833,0.956048228,1.067306121
ONAQ,US-xNQ,Onaqui NEON,8,0.856247354,1.041233467,1.07772128,1.297207953,1.266066984,0.986205176,0.85170376,1.066151635,0.998681699,1.121153903,1.250648576,0.761389668,0.832834111,0.939235673,0.902310751,-0.012112553,-0.117372207,-0.113518567,-0.227493081,-0.226539435,-0.092135337,-0.008952347,-0.137571005,-0.099547394,-0.152030062,-0.218616597,0.020788036,0.00673279,-0.077339048,-0.040151994,0.878151085,0.935124866,0.999713629,1.073874957,1.046295724,0.909845919,0.88641752,0.946557906,0.906742745,0.973713598,1.034852553,0.83366659,0.879171422,0.884855694,0.904647331
ONAQ,US-xNQ,Onaqui NEON,9,0.740781167,0.833742871,0.85411711,1.067937031,1.010632283,0.788968227,0.733015736,0.884326075,0.799933865,0.824818724,0.955247205,0.647113158,0.96941747,0.907905736,0.757708747,-0.009047837,-0.045389985,-0.092474476,-0.178825787,-0.156474281,-0.04549727,-0.001504817,-0.092251811,-0.055807317,-0.054010353,-0.120442857,0.031463755,-0.118000292,-0.093533247,-0.004787995,0.735997767,0.776940749,0.759735921,0.874289259,0.833122401,0.738365128,0.72681364,0.787592798,0.74863299,0.772475543,0.82819522,0.678833863,0.862339357,0.824424707,0.770374973
ONAQ,US-xNQ,Onaqui NEON,10,0.537892521,0.605887134,0.525746931,0.558288631,0.644620666,0.682302274,0.606418157,0.639480831,0.521757645,0.575392438,0.619126746,0.487907976,0.704608601,0.720355705,0.561960308,0.002094889,-0.102249328,0.033829104,-0.007300338,-0.019161093,-0.108696429,-0.028974652,-0.052317749,-0.029984862,-0.005762204,-0.081154319,0.044109637,-0.127860026,-0.082663016,0.036530184,0.559856348,0.552627781,0.578400102,0.59091614,0.634895983,0.60014638,0.601431073,0.625991927,0.532212176,0.591727665,0.588697778,0.55224083,0.610154377,0.649203009,0.620535818
ONAQ,US-xNQ,Onaqui NEON,11,0.323003144,0.348158003,0.268914676,0.318969287,0.297008669,0.3494768,0.312636104,0.390501011,0.271849644,0.267277359,0.313131506,0.393366665,0.322959396,0.346912705,0.252573542,-0.051811775,-0.078602479,-0.069332117,-0.084574504,-0.077191463,-0.074433304,-0.047009911,-0.036802519,-0.066160184,-0.083975909,-0.08442699,-0.02530639,-0.05203676,-0.033635053,-0.082512446,0.423281531,0.410622221,0.389051259,0.394810974,0.382273227,0.414165761,0.403651813,0.470530523,0.340111049,0.375836633,0.381741397,0.521381593,0.413962289,0.433917992,0.351319779
ONAQ,US-xNQ,Onaqui NEON,12,0.126292533,0.229177056,0.162776329,0.25628632,0.221174665,0.184923987,0.138201343,0.171602136,0.150190728,0.214807007,0.216209961,0.168170029,0.159748213,0.202684888,0.155418318,-0.162365605,-0.137240065,-0.143384711,-0.125331404,-0.119056683,-0.152348242,-0.161031701,-0.142800047,-0.146944705,-0.142953183,-0.119988719,-0.139023068,-0.143754692,-0.108243144,-0.147334144,0.214605333,0.307546195,0.244851696,0.328773301,0.319035921,0.243648187,0.210239377,0.250992421,0.212310269,0.301539667,0.297556168,0.244317554,0.20841875,0.285711274,0.246952593
ORNL,US-xRN,Oak Ridge NEON,1,0.522065006,0.531056216,0.568614878,0.52300664,0.560066307,0.558023265,0.6078008,0.577607572,0.486546138,0.425527466,0.450664689,0.593853609,0.52852399,0.490329169,0.456585268,0.605303188,0.526529697,0.481968437,0.531696365,0.617456728,0.642328844,0.568212008,0.539817314,0.582306417,0.523644935,0.552041162,0.56254222,0.577816714,0.538360534,0.555290581,1.41E+36,0.984509056,0.964647627,0.96403981,1.136240218,1.185194164,1.112050917,1.049705394,0.996940526,0.878637062,0.923993245,1.100510079,1.045554669,0.943027886,0.935135756
ORNL,US-xRN,Oak Ridge NEON,2,0.595102386,0.706136874,0.600784707,0.558253264,0.622233338,0.665756291,0.652997475,0.683853732,0.623007677,0.505015727,0.614907978,0.766215839,0.630008138,0.533466955,0.543296325,0.594529235,0.503853847,0.563629222,0.559943582,0.547244355,0.536317045,0.421603267,0.558763472,0.541192859,0.587284852,0.575014239,0.48742069,0.53016894,0.586340448,0.573680476,1.144401048,1.220949835,1.096425191,1.041377178,1.118611435,1.16992402,1.016495398,1.208865185,1.134928825,1.014332593,1.187773947,1.239207289,1.134577234,1.05904862,1.038194303
ORNL,US-xRN,Oak Ridge NEON,3,1.115495173,1.21751115,1.626317648,1.430007518,1.159621945,1.242427555,1.705701735,1.228357248,0.932589276,0.967584282,1.218843737,2.268992375,0.996467673,0.855304276,1.066959291,0.376600317,0.441472788,0.291218056,0.225029848,0.39425686,0.39400708,0.12040811,0.444019544,0.630584005,0.557145239,0.519512537,-0.032988563,0.406607647,0.498269196,0.474090301,1.549673007,1.708817097,1.950932361,1.705855225,1.594440865,1.741663266,1.882152698,1.69709341,1.638862136,1.539047656,1.820445607,2.30256013,1.387439605,1.388803157,1.587046387
ORNL,US-xRN,Oak Ridge NEON,4,4.532065201,4.178876886,4.945711988,4.504589169,3.996546299,4.474239634,3.525138009,4.105201901,2.867764128,5.150502662,4.663828788,6.203245829,3.651936425,3.509717131,3.907099426,-1.159006909,-0.951011211,-1.209242999,-1.194653166,-0.738114021,-1.022690833,-0.781979775,-0.950731944,-0.157576226,-1.674684843,-1.149069532,-2.096622663,-0.644118477,-0.745334046,-0.758162583,3.34994415,3.249777792,3.683850637,3.282885369,3.290915096,3.430594943,2.810559913,3.209820502,2.71785165,3.526238108,3.451202974,3.952750254,3.010952885,2.829633503,3.135480954
ORNL,US-xRN,Oak Ridge NEON,5,7.10050283,7.243105918,7.342386485,7.931880714,7.979238349,7.185912209,7.178181825,7.290229921,6.810775991,8.131260145,7.155734366,7.113471575,7.364472625,7.829571731,7.641762407,-2.569538062,-2.821463297,-2.676979731,-2.970544485,-3.461598699,-2.648416315,-2.976123663,-2.924398933,-2.366649093,-3.394151742,-2.528712746,-2.713609307,-2.910150557,-3.189054369,-3.108097002,4.527008535,4.375075397,4.537116504,4.895813304,4.513010014,4.481176923,4.349187888,4.361905768,4.46074281,4.764842295,4.571161966,4.490806763,4.435697517,4.652146082,4.604843287
ORNL,US-xRN,Oak Ridge NEON,6,7.224171872,7.77480925,7.375440607,7.165378076,7.812558234,7.647615689,7.395580219,7.398896896,7.817194573,7.680340857,7.178044539,7.147525246,7.678651501,7.568175044,7.450238122,-2.782192177,-3.0940059,-2.772410124,-2.411251029,-2.995779425,-3.142694206,-2.884143899,-2.87900966,-3.151777978,-3.024358235,-2.62711736,-2.800099161,-2.947657981,-2.846735507,-2.731749003,4.597603249,4.807211549,4.665214939,4.749873443,4.89628535,4.657292567,4.623601675,4.636544929,4.819321994,4.792920972,4.628038863,4.400099314,4.821226997,4.825446884,4.815192465
ORNL,US-xRN,Oak Ridge NEON,7,6.900492802,7.421616388,7.170995596,7.78257437,7.229337396,7.254040629,7.017967797,7.258983891,7.399814164,7.195879104,6.893424204,7.002480373,7.209082676,7.348769532,7.349619545,-2.261859008,-2.64677841,-2.35690246,-3.114239438,-2.490241926,-2.619882661,-2.419066166,-2.720283312,-2.813106731,-2.505737145,-2.286242995,-2.344171229,-2.505997683,-2.865261241,-2.747939657,4.760847437,4.890747324,4.869501938,4.885205971,4.859961962,4.772828656,4.676903811,4.675897732,4.690707266,4.771559416,4.687641188,4.717873811,4.82255047,4.654748344,4.76018005
ORNL,US-xRN,Oak Ridge NEON,8,6.2535472,6.891624944,7.004214436,6.518549079,6.443074366,6.415166466,6.329797278,6.501840386,6.556394237,6.19185207,5.682160006,6.198832769,6.26736311,6.340545041,6.050020732,-1.860888701,-2.351733701,-2.438315008,-2.148172466,-2.025612744,-1.889052802,-1.869405223,-2.19095824,-2.158680405,-1.961663938,-1.687374497,-1.94477482,-1.920184182,-1.835590894,-1.792773163,4.46797729,4.613683205,4.663624198,4.492619126,4.527117324,4.57728729,4.465531867,4.413821447,4.494675627,4.334876284,4.089823188,4.32500424,4.375976565,4.505199244,4.333818682
ORNL,US-xRN,Oak Ridge NEON,9,5.331807595,4.998808866,5.114821479,5.192789529,5.008202654,5.345304041,5.100217598,5.195467481,4.267909465,4.488818843,4.560037403,4.771127072,4.974663466,4.645190325,4.659191258,-1.555500293,-0.965708801,-1.336927087,-1.306302575,-1.241310021,-1.397776504,-1.148524084,-1.337395935,-0.701745483,-0.950851459,-0.985354209,-1.120357212,-1.262278705,-0.962752331,-1.011267952,3.736008116,4.072943459,3.710029967,3.83896659,3.823054955,3.875257709,3.893526884,3.856699201,3.570730051,3.627950068,3.559104994,3.660426996,3.720125312,3.722814611,3.699194838
ORNL,US-xRN,Oak Ridge NEON,10,2.031017436,2.600980881,2.243641592,2.270866609,2.502148834,2.584106037,3.058597108,2.661001051,1.909047499,2.270977416,2.307897759,1.859754853,2.213631633,2.227860919,2.40339599,0.161582678,0.161023001,0.167901381,0.294786713,0.052239667,-0.014530569,-0.203641359,-0.108688322,0.30692567,-0.018393725,0.149719054,0.381929112,0.063717658,0.182210771,0.037843172,2.24832084,2.73787602,2.497307954,2.630997571,2.640288767,2.544979762,2.891081066,2.607476248,2.254555532,2.344908363,2.487168548,2.348042291,2.31539335,2.460844386,2.540809742
ORNL,US-xRN,Oak Ridge NEON,11,0.857572701,0.972071469,0.853347293,1.00781687,0.741586965,0.816661843,1.018070233,0.704145439,0.806358412,0.738096176,0.813144733,0.763870826,0.60793493,0.723816385,0.829618183,0.647486075,0.524379631,0.606524056,0.599145773,0.603718458,0.594442784,0.535179262,0.610020023,0.621487284,0.632579751,0.582779812,0.590311138,0.639933796,0.605885501,0.641972729,1.581531313,1.456231199,1.481946096,1.625265445,1.371465391,1.417478062,1.563731853,1.273900199,1.457242253,1.397296344,1.383179867,1.386640186,1.231750708,1.320364294,1.514587836
ORNL,US-xRN,Oak Ridge NEON,12,0.58700514,0.644509874,0.555015587,0.58689463,0.482973187,0.694276401,0.718024313,0.507802553,0.495775231,0.487447089,0.643462065,0.520162442,0.493396738,0.477810303,0.639430994,0.586021265,0.570941339,0.539392024,0.56934474,0.601232721,0.623514368,0.632300027,0.670604324,0.562364145,0.547450029,0.567269932,0.637528897,0.575273766,0.616197558,0.711100732,1.128416076,1.158769108,0.999935313,1.085652675,1.015111772,1.312660546,1.380226122,1.141224559,0.973485355,0.949232645,1.153932758,1.107101731,0.975477301,1.020672188,1.377716661
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,1,2.201385436,2.242482823,2.448493309,2.574496825,2.585578707,2.821501106,2.714863714,2.517771892,2.522391136,2.073086886,2.101603326,2.57995808,2.196996423,2.384409922,2.561626188,-0.267208158,-0.192704532,-0.490969692,-0.341692543,-0.286275723,-0.510008819,-0.242557605,-0.17914348,-0.343555002,-0.291429605,-0.296625312,-0.411422602,-0.031394779,-0.248611462,-0.268065574,1.41E+36,2.008456287,1.875833439,2.149288474,2.244569455,2.233979418,2.443923233,2.292948282,2.135685527,1.705664365,1.731464735,2.121522703,2.156718492,2.051539212,2.218873275
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,2,2.650297257,2.604550616,2.609928503,2.598202132,2.605277745,2.955194763,2.883867685,3.070069566,2.763897286,2.611483339,2.567163942,2.54410115,2.456431134,2.860397225,2.835633088,-0.209902188,-0.22482531,-0.329376192,-0.220267659,-0.37344286,-0.588746514,-0.660209736,-0.499418099,-0.590111468,-0.541540528,-0.345297978,-0.222478574,-0.299516342,-0.380311396,-0.601189173,2.408700072,2.3387194,2.214066675,2.290568346,2.183436077,2.280864573,2.14642375,2.494338292,2.111678658,1.967301105,2.146881089,2.253380237,2.114073207,2.402487166,2.140897455
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,3,3.695155127,3.753151655,4.017577974,4.024168782,3.347653579,4.237957787,4.091306708,3.971469263,3.981966676,3.376108943,4.01066935,4.00573348,3.397879302,3.883904143,4.127085789,-0.738044823,-0.868088568,-0.643153663,-1.051947743,-0.534074385,-1.206997989,-1.048094342,-1.017659008,-0.983869169,-0.777891535,-0.936702259,-0.820603218,-0.909917564,-0.845334318,-0.878807089,2.855688417,2.80293011,3.257299154,2.859618754,2.72744146,2.912489624,2.938379975,2.840086374,2.897942758,2.477483919,2.973544182,3.094800893,2.401446653,2.899925655,3.129006877
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,4,5.180189185,5.26874825,5.693744852,5.357129582,5.354815499,5.293860914,4.925783234,5.172882033,5.108515734,5.261866207,5.333097607,5.114821358,4.686684371,5.477343182,5.266193292,-1.519745581,-1.270690357,-1.764294383,-1.700858224,-1.742719404,-1.400058326,-1.316354633,-1.409556629,-1.403033332,-1.487668106,-1.462563766,-1.388864331,-1.066919416,-1.53130953,-1.165102211,3.556558973,3.83336078,3.79229015,3.556582568,3.463163827,3.722264873,3.470921428,3.625082031,3.558596867,3.635804118,3.721054553,3.57859903,3.48517706,3.755517686,3.902321411
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,5,5.415494304,5.736994334,6.191240822,6.045418869,5.882219055,5.766940649,5.261862273,5.599360828,5.707868857,6.505249636,5.752459171,5.233452101,5.810503057,6.230245395,6.257138153,-1.323315378,-1.492396434,-1.606738588,-1.675244287,-1.607420876,-1.646969881,-1.28066863,-1.447207997,-1.326210028,-1.978163431,-1.715704691,-1.234115846,-1.692147732,-1.862622589,-1.898428767,3.914333199,4.033347072,4.313590408,4.173139316,4.069294554,3.939120615,3.803931997,3.943999809,4.161234795,4.328445454,3.879371738,3.792394748,3.93575756,4.17078162,4.166205967
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,6,5.914248933,5.566270177,6.298424921,6.473043796,6.24911341,6.125887104,5.818262663,5.835627234,6.525307373,6.550783997,5.915084253,5.652632316,6.402758005,6.640258497,6.175579687,-1.290895678,-1.025620185,-1.536566477,-1.709929006,-1.494795251,-1.554662921,-1.248757835,-1.227175096,-1.811829441,-1.990135553,-1.515748854,-1.257234575,-1.613628973,-1.888286937,-1.596636045,4.3694039,4.29315347,4.484335977,4.505341238,4.469738494,4.303511683,4.276997638,4.340950543,4.518966005,4.384577814,4.192075469,4.131528644,4.544213926,4.50503649,4.332953984
