site,code,location,month,GPP_2001,GPP_2002,GPP_2003,GPP_2004,GPP_2005,GPP_2006,GPP_2007,GPP_2008,GPP_2009,GPP_2010,GPP_2011,GPP_2012,GPP_2013,GPP_2014,GPP_2015,NEE_2001,NEE_2002,NEE_2003,NEE_2004,NEE_2005,NEE_2006,NEE_2007,NEE_2008,NEE_2010,NEE_2011,NEE_2012,NEE_2013,NEE_2014,NEE_2015,TER_2001,TER_2002,TER_2003,TER_2004,TER_2005,TER_2006,TER_2007,TER_2008,TER_2009,TER_2010,TER_2011,TER_2012,TER_2013,TER_2014,TER_2015
NIWO,US-xNW,Niwot Ridge NEON,12,0.031589476,0.045591749,0.032352663,0.076508996,0.057500195,0.044311207,-0.004477558,0.034472824,0.00585213,0.047237881,0.084593178,0.045269264,0.067679471,0.070562028,0.058618616,0.149086936,0.140533198,0.14891336,0.163281352,0.173727997,0.166726671,0.15674196,0.155122124,0.176817059,0.167313755,0.132855304,0.160807929,0.17546751,0.154492033,0.322790655,0.335351006,0.317647087,0.393944438,0.372003217,0.354954728,0.253017384,0.320257121,0.259255484,0.357654509,0.406942927,0.310942226,0.370654366,0.360609833,0.346316682
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,1,0.115186017,0.184318933,0.155876919,0.103890734,0.110666362,0.168379023,0.109296297,0.108058041,0.107059788,0.098617325,0.094939517,0.211074157,0.107514268,0.133127277,0.122017591,0.032588463,0.051408924,0.025551184,0.004923991,-0.005789476,0.066352106,0.034253524,0.009176257,-0.009504932,0.015386381,0.0453043,0.008187357,0.034004447,0.005314565,1.41E+36,0.29984771,0.281895783,0.194320237,0.195969648,0.322858315,0.218373983,0.19633237,0.19965389,0.178658911,0.214059052,0.359490465,0.190153444,0.254237649,0.215041142
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,2,0.110234483,0.234975351,0.133014744,0.146071772,0.226409963,0.203311366,0.12202932,0.143923654,0.105350005,0.085926348,0.128760564,0.228021671,0.135779185,0.124434866,0.167086983,-0.000955189,0.01704161,-0.005859904,0.023456332,0.086341801,0.019517761,0.005521809,-0.020468355,-0.02210682,0.01603088,0.028529408,0.011475686,-0.021153673,-0.01107023,0.16255161,0.334381499,0.200082403,0.248123212,0.386223375,0.309692616,0.21578385,0.203276464,0.192210511,0.146309747,0.2022223,0.353354075,0.210110143,0.175472237,0.236933783
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,3,0.245489732,0.271907582,0.266288172,0.367816606,0.318933217,0.32553305,0.266302236,0.33158589,0.148731262,0.27964436,0.184034264,0.505913208,0.221597924,0.310841747,0.363238711,0.096608852,0.027145648,0.107927124,0.134595912,0.121488173,0.077273582,0.169500513,0.076424457,0.071558379,0.03850562,0.134591253,0.099453704,0.0994567,0.059846395,0.423299339,0.356941292,0.459345354,0.569599821,0.505730013,0.478439761,0.511279198,0.458101857,0.340981917,0.424746307,0.321721796,0.684114369,0.376936552,0.464152131,0.516452153
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,4,0.759943837,0.758966437,0.868164023,1.042543003,0.889728142,1.053943822,0.978938454,0.705016258,0.719081718,1.028056584,0.596180647,1.142593573,0.433132416,0.727326297,0.877483865,0.057651292,0.067700264,0.148422666,0.020793952,0.193410034,0.091317037,-0.026141478,0.116034414,-0.008997426,0.152304225,-0.037190217,0.102187422,0.090821389,0.183052925,0.812388998,0.798155723,0.927477189,0.968682635,0.969063163,1.06706961,0.902968899,0.76479407,0.766405447,0.952820069,0.763306715,1.016932883,0.558983042,0.783907587,0.92800474
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,5,2.492175188,1.71041368,2.403069159,1.855021236,1.810437128,1.965489153,2.650802778,1.511021324,2.354124709,2.467988686,2.234469849,2.534267667,2.071544333,1.780123311,1.958259971,-0.432326753,-0.127023488,-0.424309367,-0.08703519,-0.144389461,-0.103171855,-0.465776978,0.044527382,-0.463447975,-0.383127865,-0.45863076,-0.234760227,-0.087679366,-0.18889914,1.905883243,1.457450132,1.904647146,1.689184938,1.577279133,1.763347944,2.063590094,1.487813607,1.723151939,1.894874546,1.756885689,1.961456454,1.711446252,1.604668705,1.652309224
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,6,4.60183946,2.3327802,4.504181265,3.4345794,4.622940447,1.81084124,5.676317475,3.961138521,4.477177732,4.652029665,4.492023769,3.65093008,4.786782323,3.996932647,4.607301191,-1.354458511,-0.059894642,-1.278457073,-0.753299351,-1.346942348,0.198544868,-2.050454014,-1.02496414,-1.427542675,-1.29598973,-0.8472481,-1.481956565,-0.998884395,-1.391719821,3.144974876,2.327627798,3.149474696,2.665423806,3.17739665,2.176635325,3.460265177,2.887378634,3.120176112,3.141586685,3.116151447,2.818718766,3.204063539,2.968414193,3.173896623
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,7,5.141936368,2.594540894,3.200118507,3.191152901,4.191347528,1.159559786,4.705742505,3.451340775,5.112980165,4.35444943,4.964200104,3.12674524,4.291259466,5.049680051,4.955378476,-1.5080262,-0.149588015,-0.534782312,-0.560180345,-1.089933523,0.494304583,-1.287197749,-0.715549356,-1.157729404,-1.374236614,-0.423077429,-1.035084168,-1.554401696,-1.595106711,3.506182369,2.618875917,2.769592008,2.728377859,3.177408032,1.988396367,3.375578546,2.865277492,3.385740403,3.165087472,3.522871744,2.840190221,3.220591486,3.409125068,3.375972735
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,8,3.220268986,1.997957406,1.572446382,2.129688449,2.771707628,1.107988106,3.180130123,2.151416942,2.748597765,3.409279598,4.027651161,2.069491133,2.674911041,3.495711872,2.268138461,-0.558218362,0.055187861,0.299600684,0.002908318,-0.31552568,0.414110033,-0.453673204,0.012583971,-0.683865627,-1.058533971,-0.006391539,-0.218948334,-0.67560712,-0.088304412,2.653022393,2.188473534,2.135118008,2.195426303,2.476614844,1.810749019,2.685302026,2.305605046,2.4997373,2.69173806,2.843367184,2.16908336,2.483259346,2.722857151,2.320121298
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,9,1.405173245,1.081242022,1.095848203,1.431489109,1.250971685,0.904867545,2.087652215,1.356388139,1.567908479,1.866315657,1.748097899,0.993630529,1.98314868,1.978081307,1.133751923,0.246573159,0.301347985,0.317371899,0.21150753,0.31791723,0.408349201,-0.209900911,0.231407637,-0.03290258,0.012080463,0.345761935,-0.125992356,-0.114208286,0.377479743,1.744601275,1.464152372,1.487681682,1.69406848,1.639149557,1.426807516,1.898307184,1.615576741,1.808800735,1.874635326,1.773332968,1.377330121,1.940822588,1.859265481,1.636456942
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,10,0.655563283,0.333884756,0.525678789,0.601627405,0.617040448,0.532490602,0.643834787,0.586667136,0.488960405,0.797841975,0.690890312,0.46008247,0.843820026,0.675742816,0.594504978,0.178836054,0.198447487,0.290519815,0.288887493,0.280399415,0.156024774,0.225277866,0.284360647,0.175472944,0.161873383,0.270554118,0.065434914,0.269307933,0.275643785,0.872805666,0.620746978,0.870127527,0.941051055,0.974603741,0.73461386,0.942625896,0.923221561,0.781638125,1.007722014,0.895933827,0.773769602,0.933174306,1.005488171,0.918937656
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,11,0.323415231,0.266362322,0.165971795,0.278784366,0.243412801,0.229766071,0.232441912,0.199619701,0.259984115,0.226566249,0.238581217,0.206374245,0.219656695,0.171583982,0.233820618,0.176727892,0.162667529,0.156899756,0.150489421,0.121979553,0.124007615,0.128091222,0.164232487,0.129201232,0.138239094,0.129867868,0.075864476,0.071824311,0.176632497,0.57407222,0.505348764,0.423709325,0.517266113,0.460459642,0.438178523,0.418122372,0.435441521,0.512141515,0.426481631,0.450315034,0.447133899,0.381814249,0.334028467,0.487814087
NOGP,US-xNG,Northern Great Plains Research Laboratory NEON,12,0.142724009,0.168896459,0.13632275,0.144789965,0.185897224,0.166182191,0.115674179,0.1162103,0.12097606,0.120169165,0.208671025,0.110956902,0.120504119,0.138496832,0.114839324,0.060558455,0.0802461,0.056552578,0.073518756,0.084655291,0.076783385,0.054543469,0.001730353,0.055952592,0.090207476,0.054133659,0.023253947,0.042257749,0.083264523,0.322461587,0.326153011,0.26795411,0.310960443,0.396274108,0.354103546,0.268467215,0.218778251,0.240245389,0.249675132,0.425187773,0.256511525,0.228251928,0.280704592,0.281308367
ONAQ,US-xNQ,Onaqui NEON,1,0.159346092,0.143064571,0.234096139,0.12173959,0.322604304,0.186293851,0.151232671,0.120383589,0.17100654,0.155278741,0.183874153,0.191035834,0.105256756,0.164901712,0.172953499,-0.196763169,-0.210803247,-0.105341814,-0.175381623,-0.182203668,-0.15572005,-0.216605162,-0.202945139,-0.194642305,-0.199656239,-0.143568413,-0.150904886,-0.192054024,-0.154294863,1.41E+36,0.185180836,0.293864196,0.161608749,0.349016734,0.213120436,0.16928129,0.167673367,0.186003185,0.186830912,0.217037791,0.227959931,0.144243227,0.200733197,0.24661591
ONAQ,US-xNQ,Onaqui NEON,2,0.26192471,0.196841519,0.243681076,0.141294038,0.33928317,0.22315842,0.189741866,0.159211287,0.29757117,0.205940963,0.263738956,0.238755331,0.182000475,0.295125486,0.373156622,-0.169434345,-0.180308817,-0.193872954,-0.169649143,-0.157710022,-0.1694663,-0.138148058,-0.16865242,-0.195568734,-0.135217717,-0.149404506,-0.172263641,-0.175523544,-0.093176246,0.298593794,0.247805902,0.290631182,0.171937178,0.33206028,0.261352239,0.280652528,0.193607214,0.339548861,0.255750206,0.291613879,0.287055936,0.182683045,0.330563782,0.36871847
ONAQ,US-xNQ,Onaqui NEON,3,0.593109842,0.320543493,0.4253395,0.447597663,0.694505109,0.378176262,0.664571183,0.391993614,0.557445732,0.394741296,0.491682885,0.480972791,0.519097914,0.618322479,0.503937427,-0.194553822,-0.115528058,-0.110275002,-0.110211295,-0.302550277,-0.096163887,-0.300809047,-0.101424574,-0.09160514,-0.141302989,-0.065106646,-0.229254903,-0.22191952,-0.144850287,0.464955314,0.323336653,0.374444475,0.403833897,0.495883678,0.443253429,0.488997201,0.365906842,0.428197586,0.378112367,0.455449329,0.456292849,0.410470955,0.461756021,0.405423479
ONAQ,US-xNQ,Onaqui NEON,4,0.92536347,0.752076178,0.817084065,0.946959932,1.122189094,1.13159997,0.909836337,0.677637238,0.845955983,0.745669023,0.966227027,0.708001136,0.989657233,0.824707366,0.754131468,-0.435624632,-0.215708487,-0.292767216,-0.390439918,-0.521354383,-0.445444334,-0.368345773,-0.233782976,-0.258840421,-0.403223162,-0.12389372,-0.433625754,-0.282381931,-0.184384157,0.623130599,0.55469997,0.600063901,0.655758881,0.706216655,0.760888295,0.628144936,0.514255208,0.583579174,0.553735095,0.664714691,0.541928459,0.653884191,0.56519788,0.565831704
ONAQ,US-xNQ,Onaqui NEON,5,1.113759486,0.931967085,0.964709034,1.377925403,1.885616478,1.325286657,0.915735381,0.932915287,1.013748524,1.110049289,1.568422355,0.863783955,1.096124447,1.129907528,1.053378896,-0.326284014,-0.226573411,-0.237588148,-0.533182818,-0.714763662,-0.443726775,-0.170684454,-0.275656748,-0.498398248,-0.634287726,-0.169476562,-0.318213633,-0.39521491,-0.330295302,0.773767447,0.697729049,0.737778682,0.905011106,1.069924994,0.887121911,0.670052347,0.706451679,0.775769851,0.766205125,0.981057418,0.635075843,0.772650591,0.782062396,0.771889
ONAQ,US-xNQ,Onaqui NEON,6,0.954812996,0.918629884,0.908134208,1.253836001,1.616076895,1.096165567,0.923221178,1.129558347,0.872582748,1.131352613,1.890555847,0.797814597,0.980485276,0.826891923,1.024709946,-0.164381188,-0.119720624,-0.14925462,-0.31781344,-0.557923226,-0.242559528,-0.14238412,-0.280273859,-0.288817234,-0.638022469,-0.069831442,-0.173914486,-0.078731226,-0.193776557,0.756834973,0.740143073,0.743755701,0.906087464,1.021336367,0.855028145,0.738521594,0.822491935,0.737569329,0.86489847,1.052577751,0.727860973,0.774876125,0.722679907,0.835538177
ONAQ,US-xNQ,Onaqui NEON,7,0.776653894,0.705261598,0.823804268,1.140621641,1.078216957,0.775715897,0.663783808,0.82636737,0.884000906,0.847764351,1.079911682,0.629025286,0.622340724,0.615175926,0.877540149,-0.063418793,0.019402484,-0.052682444,-0.248897013,-0.215720716,-0.044516284,0.025354372,-0.053094646,-0.095624629,-0.221133681,0.02985973,0.044096669,0.049717476,-0.106233559,0.739198967,0.70662391,0.766364969,0.897152548,0.863649181,0.735222473,0.708531378,0.732511237,0.766280294,0.782999516,0.871921998,0.700756837,0.714451821,0.707569671,0.769879009
ONAQ,US-xNQ,Onaqui NEON,8,0.641070114,0.862501823,0.742970949,0.969033087,0.900188475,0.720453179,0.626276635,0.821856182,0.706970262,0.798513031,0.90405395,0.560942703,0.598812307,0.669328577,0.613100069,0.006032625,-0.111535632,-0.035860791,-0.181598185,-0.129119858,-0.044378786,0.012074271,-0.084099336,-0.070890625,-0.135616944,0.026751654,0.043451775,-0.010351843,0.008248882,0.64703382,0.70406276,0.70381544,0.79611336,0.751850244,0.669863381,0.660808984,0.706624759,0.641691677,0.710790501,0.758424049,0.645641762,0.615378275,0.64629313,0.630281191
ONAQ,US-xNQ,Onaqui NEON,9,0.54937809,0.606634363,0.614285449,0.853225144,0.765447026,0.626636557,0.562857363,0.677900599,0.618332193,0.601463445,0.70014602,0.47769689,0.771930166,0.679710441,0.543912208,0.020907596,0.013369925,-0.027879449,-0.133212117,-0.076012576,-0.047918682,0.003042986,-0.06380593,-0.013668715,-0.050588776,0.063401814,-0.102788461,-0.018596703,0.042598533,0.510535937,0.513646061,0.513770853,0.647344496,0.59444841,0.514246549,0.516228098,0.56403216,0.55833971,0.538752422,0.576986888,0.467067781,0.66262098,0.56920934,0.533165577
ONAQ,US-xNQ,Onaqui NEON,10,0.433531696,0.463486593,0.416394171,0.464215308,0.532152471,0.581877647,0.451287818,0.504709223,0.432231479,0.42973977,0.463527162,0.372568016,0.557021105,0.567888643,0.450003988,0.005920948,-0.072261065,0.053712178,0.000917816,-0.009766216,-0.114289921,0.004151711,-0.032406904,0.016071281,-0.017894179,0.060683141,-0.095082009,-0.050203298,0.045460303,0.420858356,0.379780708,0.407668396,0.44615914,0.474137692,0.463428282,0.439572103,0.430769306,0.401682163,0.42076728,0.431112462,0.411418067,0.443368124,0.434014635,0.478736595
ONAQ,US-xNQ,Onaqui NEON,11,0.284162001,0.283479441,0.261638257,0.310560641,0.238453668,0.314574791,0.260056897,0.313254749,0.224942999,0.241915274,0.258919924,0.312012273,0.255364107,0.283682965,0.235719787,-0.071727978,-0.040122313,-0.05034519,-0.128398945,-0.085922145,-0.10675991,-0.074336499,-0.020567282,-0.111696891,-0.038372936,-0.003902803,-0.034824693,-0.002309929,-0.095389811,0.351805342,0.349480232,0.348809438,0.337637876,0.300172819,0.340240022,0.290786968,0.350292,0.265942048,0.311720904,0.314127347,0.437116982,0.305749034,0.354476134,0.27643109
ONAQ,US-xNQ,Onaqui NEON,12,0.119958995,0.199056773,0.157884968,0.243185645,0.19491731,0.176236395,0.12867936,0.159124816,0.142523159,0.204969629,0.181001163,0.160937323,0.147473706,0.164388051,0.13955951,-0.208117351,-0.147045786,-0.149637167,-0.163236415,-0.123149592,-0.194561951,-0.195096893,-0.188304782,-0.174496173,-0.119554095,-0.167800734,-0.180002342,-0.124799923,-0.175145245,0.184294258,0.244408288,0.221420145,0.28302204,0.279862481,0.209087555,0.165687832,0.194933577,0.166861583,0.252857535,0.243500974,0.188972083,0.164965928,0.233271798,0.195721369
ORNL,US-xRN,Oak Ridge NEON,1,0.421807665,0.379361206,0.42845311,0.399316505,0.429445438,0.465884201,0.479120427,0.398787748,0.396103378,0.338524618,0.378644625,0.413455441,0.403459749,0.356359708,0.348816224,0.654308759,0.590557932,0.593756541,0.599641585,0.682314852,0.664280521,0.637516538,0.603451419,0.618273211,0.590274972,0.628333795,0.625436428,0.588999586,0.605600159,1.41E+36,0.941452176,0.919134573,0.922795351,1.105748707,1.147368648,1.10337478,0.970850234,0.952819823,0.920905294,0.954306038,1.039806821,0.985767477,0.885773812,0.899065531
ORNL,US-xRN,Oak Ridge NEON,2,0.48436099,0.548078455,0.416775335,0.472990291,0.477232374,0.544232247,0.499635753,0.512144022,0.539264686,0.420755092,0.487259681,0.508254841,0.457747491,0.431415861,0.479855924,0.647419616,0.613134912,0.622081912,0.607717737,0.613217844,0.620161156,0.566131585,0.65459383,0.636635084,0.65986495,0.644311464,0.604197392,0.613667798,0.64449965,1.121378371,1.179122851,0.963032603,1.032657989,1.088536103,1.114133461,1.002724518,1.152861945,1.10238177,1.029447174,1.12449743,1.160188174,1.069693279,1.01405159,1.040604716
ORNL,US-xRN,Oak Ridge NEON,3,0.873202431,0.90603373,1.209849771,1.103071538,0.861046278,0.929079774,1.365296905,0.891988523,0.741343818,0.788451883,0.88502262,1.6273189,0.709806498,0.678254527,0.789326228,0.483450566,0.594963822,0.467972204,0.345556007,0.538942491,0.547966803,0.217128556,0.630439708,0.682736531,0.634824643,0.19642493,0.558524209,0.584049098,0.610941328,1.497577913,1.594052873,1.793789955,1.589222791,1.485161494,1.646863177,1.782641627,1.580509438,1.517505699,1.484181483,1.638258094,2.036146728,1.306472689,1.320775702,1.458687425
ORNL,US-xRN,Oak Ridge NEON,4,5.303884048,4.754431778,5.411653865,5.069479343,4.484698795,4.822445447,3.637186752,4.457313995,3.295619966,6.045092186,4.991944507,6.527505443,4.001249498,4.109669969,4.213600401,-1.72581083,-1.501544072,-1.652140125,-1.748297262,-1.1901823,-1.439969336,-1.012252284,-1.344984612,-2.553796913,-1.520585224,-2.560365568,-1.088615934,-1.29982061,-0.982631976,3.474838943,3.268064276,3.692636703,3.327115945,3.348114618,3.368186689,2.714564589,3.123732139,2.770525426,3.571487417,3.395951058,3.84925956,2.959291282,2.847205829,3.156542038
ORNL,US-xRN,Oak Ridge NEON,5,7.930341371,8.01223652,8.02666274,8.875851057,9.056525716,7.820448192,8.030727591,7.960365548,7.536780314,8.806316381,7.775465141,7.932474573,7.855633945,9.118298417,8.507843236,-3.414938192,-3.529902149,-3.322883306,-3.757064244,-4.482115722,-3.220900563,-3.862522888,-3.473382925,-4.027502664,-3.17464065,-3.509031631,-3.440225216,-4.343196239,-3.92973416,4.487069266,4.379495899,4.462687052,4.940288312,4.542634611,4.477230171,4.36468444,4.376180911,4.456696413,4.746100881,4.578405971,4.505885719,4.326509641,4.713359669,4.645143407
ORNL,US-xRN,Oak Ridge NEON,6,8.166811206,8.423184367,8.029530763,8.068321419,8.593530227,8.512484907,8.627357268,8.522499247,8.736928198,8.55269732,7.970377229,8.185235506,8.152636018,8.365650684,7.971637327,-3.696834259,-3.735041873,-3.372125356,-3.155412417,-3.570371844,-4.112553704,-3.925433083,-4.013464541,-3.856187121,-3.348729864,-3.930392857,-3.313251313,-3.659302146,-3.191122834,4.596929339,4.827529821,4.644961649,4.77914515,4.982765552,4.690787686,4.808915463,4.771908092,4.833308576,4.78216531,4.772197704,4.466754691,4.796772063,4.822445883,4.803671406
ORNL,US-xRN,Oak Ridge NEON,7,7.407902169,8.046559481,7.698371686,8.143618182,7.722242209,8.081785221,7.901516176,8.081428087,8.021077144,7.752438642,7.582411845,7.716585759,7.769750642,7.859830755,7.725598444,-2.704841007,-3.306329893,-2.906848199,-3.493416008,-2.844372964,-3.421389645,-3.233159641,-3.7400675,-3.037407817,-2.96286733,-3.069798985,-3.030696182,-3.538860872,-3.327582061,4.720563081,4.784516869,4.760073092,4.807006416,4.786978319,4.772693382,4.709834982,4.668589621,4.643218115,4.627653312,4.638060154,4.632038558,4.723095853,4.513878616,4.534198764
ORNL,US-xRN,Oak Ridge NEON,8,6.690715917,7.756368994,7.438156348,6.79335211,6.819126818,7.196361657,7.21704293,7.134377836,7.157620698,6.745516236,6.676719223,6.311114802,6.4769983,6.613283191,6.214195311,-2.252676503,-3.130915877,-3.005120288,-2.46836258,-2.501852302,-2.578487141,-2.614136352,-2.899236257,-2.585538268,-2.593584219,-2.15640732,-2.333668871,-2.215356633,-1.9857708,4.333039327,4.745180722,4.524541847,4.345343983,4.331693482,4.589600331,4.494392084,4.426595911,4.404046766,4.191875455,4.108105388,4.115966577,4.132251034,4.305191524,4.154855099
ORNL,US-xRN,Oak Ridge NEON,9,5.675398823,5.69369338,5.295842786,5.512326427,5.348890667,5.719168161,5.91486463,5.885670456,4.410179206,4.8402427,5.009170178,4.753307352,5.149781593,4.712936645,4.81776923,-1.984749234,-1.408626633,-1.648285584,-1.701177141,-1.629980814,-1.843843797,-1.860601524,-1.838703691,-1.290628057,-1.394731411,-1.259615575,-1.591237259,-1.072804689,-1.265553824,3.617740638,4.236364224,3.549808838,3.744654902,3.782663522,3.821062263,4.059550192,3.985200295,3.397551264,3.559444661,3.525644708,3.463355053,3.580546593,3.567261163,3.56191818
ORNL,US-xRN,Oak Ridge NEON,10,1.968359558,2.582239469,2.198707316,2.080516117,2.429671136,2.520194802,3.315209368,3.006898073,1.776499029,2.150886314,2.187674368,1.690279012,2.12629814,2.121004914,2.244639703,0.132719313,0.12935827,0.200483642,0.428940469,0.035611212,-0.030906025,-0.35586603,-0.362404925,-0.011033736,0.209766089,0.464726329,0.038361485,0.197011501,0.087929939,2.141365258,2.702277386,2.432094678,2.533967937,2.580304418,2.504688141,2.986821968,2.752871649,2.117615784,2.21451178,2.411312478,2.214341126,2.22708616,2.343061047,2.427052188
ORNL,US-xRN,Oak Ridge NEON,11,0.690451084,0.729863856,0.617986339,0.769440762,0.589542928,0.606055455,0.866265122,0.643227014,0.63356553,0.56885809,0.593415734,0.577155251,0.495911575,0.536946546,0.606765459,0.696273014,0.615260485,0.687585972,0.718515809,0.666537956,0.672542624,0.572759513,0.636269662,0.68413384,0.652339849,0.712897568,0.674087344,0.663651908,0.762498528,1.455584046,1.349362225,1.37323987,1.545377074,1.249338811,1.297609415,1.49958008,1.266158591,1.394064793,1.340166376,1.276583393,1.323767632,1.178253952,1.172873437,1.425166846
ORNL,US-xRN,Oak Ridge NEON,12,0.440271662,0.469588254,0.42945306,0.446541471,0.366612037,0.554817665,0.502847948,0.409735084,0.377701897,0.391875103,0.462458775,0.388764612,0.355284434,0.364923427,0.494720339,0.671317177,0.616798215,0.594743209,0.638787421,0.621342398,0.722181921,0.697588124,0.681200708,0.612759694,0.656541713,0.655585918,0.608852274,0.628441773,0.816025813,1.062962001,1.096489722,0.961022552,1.061736198,0.963544758,1.2858135,1.260890806,1.084541147,0.963054542,0.95275574,1.110096451,1.092719452,0.925431845,0.977954597,1.358308771
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,1,1.566387177,1.505524927,1.614063167,1.743339549,1.874025811,1.97362877,1.926811735,1.722736202,1.825416416,1.477107443,1.52582523,1.7780415,1.480105082,1.690525848,1.776591534,-0.135623034,-0.011038857,-0.213772691,-0.135838421,-0.141374032,-0.313809592,-0.073566732,-0.038725572,-0.115284165,-0.170458947,-0.230534671,0.089317326,-0.117102217,-0.107454473,1.41E+36,1.553275398,1.459091996,1.625198726,1.757898205,1.732436126,1.924571822,1.753699048,1.689733434,1.375355304,1.418410912,1.641338993,1.648491747,1.607783554,1.719073573
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,2,1.812304912,1.782039586,1.706897565,1.808407396,1.930595631,2.093059207,2.101250455,2.122862627,1.989308661,1.87626771,1.911010226,1.770344027,1.644113886,2.057035961,1.99280756,-0.039413601,-0.058431356,-0.065728355,-0.066723721,-0.220255607,-0.333101037,-0.391214228,-0.216160447,-0.310690064,-0.215782033,-0.067162539,-0.074695701,-0.218500202,-0.354816791,1.886259959,1.801222781,1.704464524,1.779373517,1.760714191,1.807711891,1.739880163,1.925446197,1.691493925,1.596776793,1.720877349,1.750098702,1.631394432,1.887520467,1.702654326
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,3,2.830368571,2.824165992,3.003569472,2.995929262,2.464278634,3.401272945,3.202012545,2.966669849,3.175528653,2.615202969,3.147900949,3.041399485,2.524179037,3.065662945,3.272188347,-0.475636286,-0.605475971,-0.392401222,-0.684295919,-0.324973617,-0.976200888,-0.789599294,-0.710473577,-0.529957277,-0.721919619,-0.597455414,-0.634298424,-0.624728241,-0.673015121,2.368272319,2.275710831,2.620503943,2.336601772,2.23133639,2.469243255,2.436842608,2.293666538,2.432714627,2.074082852,2.44512288,2.502747711,1.984837063,2.418366444,2.572374668
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,4,4.397055996,4.246537314,4.785909946,4.4616402,4.501056356,4.646706039,4.262104082,4.202624884,4.333805537,4.455935165,4.592977085,4.013503946,3.865427608,4.816674497,4.599426668,-1.306434747,-1.003579752,-1.478546958,-1.395371635,-1.396500201,-1.253860308,-1.175818971,-1.070651253,-1.217619469,-1.270979734,-1.009458141,-0.87954385,-1.368266932,-1.017552988,3.134522309,3.289720419,3.290982923,3.113749304,3.066580194,3.361845866,3.082016579,3.156663316,3.152544261,3.227705254,3.282576469,3.050840253,3.012943314,3.372266384,3.521748362
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,5,4.880773937,5.131431972,5.409995109,5.246839442,5.211254574,5.243419371,4.64188265,4.832334031,5.055291654,5.971823708,5.41665113,4.453849649,5.108317469,5.724723833,5.908297523,-1.255220937,-1.427773114,-1.408166475,-1.468308516,-1.393919543,-1.540447241,-1.136350179,-1.21873682,-1.844513586,-1.654668978,-1.043184762,-1.468046825,-1.772103523,-1.890127486,3.62443161,3.725333616,3.944210681,3.774107436,3.740455328,3.69322448,3.514372172,3.611302147,3.852810369,4.057516396,3.630744188,3.373109303,3.591972095,3.894114155,3.910241444
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,6,5.197507639,4.865276078,5.553397145,5.774155989,5.468935336,5.567300673,5.104244096,5.137162243,5.958666423,6.089276799,5.473754443,4.989378242,5.709613551,6.07820309,5.71956099,-1.240774363,-0.891342424,-1.352938804,-1.565522398,-1.277138544,-1.506501709,-1.064323339,-1.055548454,-1.910293443,-1.456595447,-1.136145187,-1.468691395,-1.776759958,-1.597483569,4.042744079,3.974628732,4.117664682,4.1243887,4.113136683,4.048297203,3.966801813,4.036723911,4.235815638,4.129746276,3.985156347,3.828383148,4.177889916,4.165179337,4.058631137
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,7,5.538847042,5.839842831,5.049653346,5.982378099,5.756281431,5.770370468,5.562669567,5.434615673,5.632018292,6.005956151,5.545767775,5.672109326,5.491949089,5.884260827,5.649952144,-1.28887681,-1.493353818,-0.861954171,-1.656792772,-1.467591674,-1.520463049,-1.339488424,-1.207853998,-1.674466483,-1.370735967,-1.489236341,-1.116581577,-1.575876951,-1.377980546,4.134254319,4.247761127,4.155310866,4.218235443,4.210725693,4.170777582,4.181466066,4.134895305,4.215511591,4.243502105,4.148653658,4.126117989,4.196476274,4.175329597,4.213288816
OSBS,US-xSB,Ordway-Swisher Biological Station NEON,8,5.755102712,5.310100766,5.225235388,5.138608224,5.650463288,5.252560656,5.516001506,4.993319213,5.360217514,5.458009807,5.342266042,5.235085404,5.219576071,5.457846675,5.291692415,-1.667746049,-1.231268483,-1.086987992,-1.028729599,-1.448592477,-1.228860732,-1.454270182,-0.913367227,-1.327983109,-1.31930359,-1.156615769,-1.046762229,-1.34554917,-1.203259424,3.99189648,3.966002513,4.070562668,4.049564579,4.073484844,3.970243596,4.066783707,4.053183335,4.032158219,4.059694068,3.971130534,3.984238796,4.099922911,4.006282039,4.032044505
