site,code,location,month,GPP_2001,GPP_2002,GPP_2003,GPP_2004,GPP_2005,GPP_2006,GPP_2007,GPP_2008,GPP_2009,GPP_2010,GPP_2011,GPP_2012,GPP_2013,GPP_2014,GPP_2015,NEE_2001,NEE_2002,NEE_2003,NEE_2004,NEE_2005,NEE_2006,NEE_2007,NEE_2008,NEE_2010,NEE_2011,NEE_2012,NEE_2013,NEE_2014,NEE_2015,TER_2001,TER_2002,TER_2003,TER_2004,TER_2005,TER_2006,TER_2007,TER_2008,TER_2009,TER_2010,TER_2011,TER_2012,TER_2013,TER_2014,TER_2015
DELA,US-xDL,Dead Lake NEON,10,3.46805609,3.526209026,3.099490232,3.241717674,3.336213668,3.025824127,3.529600265,3.004645095,3.120097954,3.329955447,3.213483427,2.935965521,3.241457987,3.458956701,2.764799193,-0.629426022,-0.298067527,-0.179769556,-0.111078956,-0.493183494,-0.345514535,-0.498984747,-0.362530495,-0.577438011,-0.495661713,-0.366498949,-0.448491797,-0.558548666,-0.02650191,2.782491992,3.139340133,2.832976337,3.057899898,2.77455555,2.614587112,2.93931706,2.647516287,2.814960103,2.678945047,2.688991925,2.545745779,2.717699311,2.808270504,2.732385773
DELA,US-xDL,Dead Lake NEON,11,1.735188949,2.042294617,1.527160147,1.890961388,1.464631371,1.659469725,1.795708883,1.10147766,1.801741896,1.60799434,1.371392728,1.356326112,1.270538722,1.417854217,1.677136811,0.216323761,-0.086274444,0.289498062,0.341550612,0.245189941,0.101735618,0.131479623,0.36829182,0.199103051,0.266818328,0.295294038,0.329464521,0.248467663,0.175539489,1.975844355,1.935872647,1.821472992,2.17408853,1.729759351,1.783515615,1.925652878,1.50615451,1.87908582,1.839931357,1.670196451,1.727397549,1.627717286,1.698738888,1.942156911
DELA,US-xDL,Dead Lake NEON,12,1.131430151,1.14571612,0.774095044,1.17580137,0.883061903,1.085766878,1.098359642,0.855049964,0.913911525,0.826528483,1.149144392,0.75801248,0.78309895,0.887185344,1.132116216,0.327723515,0.341318353,0.413992735,0.300230103,0.355420875,0.496741728,0.451645907,0.538536001,0.292472306,0.428250231,0.552752525,0.449317468,0.496289822,0.451016636,1.537381283,1.49646493,1.245351186,1.53251546,1.322663285,1.610407786,1.590307608,1.426324034,1.330779546,1.225171737,1.616238841,1.341197023,1.28440483,1.414442077,1.635064863
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,1,0.187518992,0.286090687,0.122660075,0.193922686,0.164972085,0.256877296,0.367311378,0.236390758,0.131444302,0.177528756,0.157220614,0.332129072,0.266202956,0.16529981,0.146528469,0.70794686,0.73253436,0.635435787,0.60956668,0.64522246,0.728184184,0.680875848,0.764177343,0.637319598,0.636514569,0.629274083,0.608944788,0.588448522,0.64919247,1.41E+36,0.910431419,0.57924034,0.655442167,0.653801488,0.867576069,0.967836529,0.858343964,0.599764208,0.703285894,0.649063178,0.905619356,0.792776149,0.658811756,0.632654656
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,2,0.153118568,0.362921993,0.127964679,0.190948741,0.234710624,0.376805183,0.170770377,0.137382667,0.183398986,0.284217535,0.165506295,0.465810283,0.173825067,0.184353267,0.095847577,0.623439258,0.562202911,0.610784977,0.608648181,0.622866027,0.491490537,0.532578005,0.639905379,0.635156436,0.501340994,0.562512384,0.541770313,0.603436367,0.576472013,0.647519511,0.901846956,0.575917671,0.695908677,0.747998883,0.91139111,0.621864846,0.638476255,0.696554511,0.833699762,0.590035888,0.96393442,0.64952445,0.661376394,0.511999701
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,3,0.423895057,0.927140766,0.816225145,0.630453477,0.58504036,0.778191763,0.659641891,0.710019667,0.914903321,0.973977899,0.65439396,1.162150878,0.67013425,0.406202043,0.340477403,0.709016682,0.245615394,0.376959497,0.455762367,0.503943318,0.267883335,0.461824826,0.354011547,0.377585548,0.365756678,0.364362737,0.42318273,0.375856725,0.532004122,1.017806407,1.210908323,1.097220425,1.113002221,1.066447028,1.106130964,1.084294872,1.041459603,1.183232802,1.355047905,1.002180985,1.579659495,1.050302831,0.772196032,0.844589243
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,4,1.975192144,2.420710546,1.863916771,1.899179643,2.272616952,2.371370301,1.694053291,2.200775103,2.191541082,3.00966998,1.634379597,2.15959772,2.086748464,1.865518363,1.756058078,-0.289111532,-0.3749444,-0.012079473,-0.102829135,-0.274412788,-0.343895437,0.063479071,-0.216650205,-0.796103745,0.156470488,-0.285045463,-0.347409643,-0.054777603,0.132843989,1.711674447,2.128656167,1.848805925,1.78937024,2.012794103,2.072584774,1.764291622,2.028949789,1.959852453,2.339623542,1.72878335,1.918749135,1.798488611,1.754396495,1.894645274
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,5,6.411863813,5.992580052,4.565000219,7.153590136,4.907962915,4.962933867,7.022770724,5.962072974,7.254949389,7.70472922,5.609491617,6.097515791,6.336718027,5.009063356,6.659434606,-2.636645319,-2.520140815,-1.150693118,-3.038998633,-1.491064082,-1.511419778,-3.240520391,-2.572262426,-3.553582738,-1.868032361,-2.261120295,-2.640882447,-1.777527701,-2.979578412,3.73848098,3.484376515,3.266131948,4.011645516,3.255880618,3.404934878,3.819753209,3.446821853,3.983252134,4.089726305,3.538998549,3.791501136,3.705689543,3.289835475,3.775460966
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,6,8.401730487,8.447192822,8.166131087,8.764085059,8.490960713,7.535236666,8.788755758,8.444872738,7.434747503,8.222840623,8.066299122,8.244184365,7.890663491,8.026115227,7.813381553,-3.476034555,-3.69183883,-3.415791623,-4.14089011,-3.480261413,-2.852728715,-4.02002528,-3.724913507,-3.566216182,-3.520264483,-3.754075057,-3.282934516,-3.419030336,-3.262548569,4.541347722,4.518123786,4.463119626,4.419101285,4.694690255,4.457919692,4.585378137,4.541347407,4.408855569,4.442711869,4.410459623,4.315810783,4.433562964,4.394133261,4.30481716
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,7,8.77003155,9.218377481,8.445393951,8.269703608,8.340084969,8.304960271,8.9917819,8.685556873,8.348972967,8.362126774,8.491866406,8.188944223,8.087501351,8.259494068,8.235552808,-4.035864852,-4.285948705,-3.474278081,-3.283667123,-3.409923908,-3.26918985,-4.073308002,-3.745900814,-3.366915179,-3.81308374,-3.423850587,-3.13813063,-3.68131186,-3.504090444,4.493118465,4.725162592,4.681284897,4.707925416,4.656340022,4.687250499,4.612233954,4.651125795,4.443176232,4.681924259,4.598914821,4.590570527,4.740441189,4.3896574,4.498635278
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,8,8.112501684,8.141986663,7.583696401,7.811183693,7.818841235,7.080882934,7.963618669,7.91135519,7.80420546,7.693719371,7.334095582,7.427253635,7.123596954,7.70734783,7.91814496,-3.394285505,-3.240378481,-2.956368428,-3.174431186,-3.163536917,-2.53420834,-3.3303459,-3.435397487,-2.996494037,-2.786270084,-3.10381736,-2.859829355,-3.199560724,-3.339425041,4.560738109,4.63009687,4.435057209,4.385767961,4.474001003,4.24499069,4.419893522,4.286340338,4.384228639,4.498442831,4.38801304,4.349432213,4.135159248,4.340992175,4.462525014
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,9,6.449425049,6.143500437,5.56842801,5.953288159,6.410098733,5.479853417,6.541187228,5.279328578,5.391690588,5.525103914,5.332226902,5.234267488,5.316724669,5.757083464,6.245352936,-2.194330771,-1.904541278,-1.544817137,-1.938680832,-2.030141038,-1.616164349,-2.18783164,-1.326289137,-1.336076079,-1.377670147,-1.711024501,-1.549631563,-1.785060128,-2.058745737,3.957349486,4.044329594,3.668407277,3.739909512,4.101996758,3.600729005,4.108679125,3.623050322,3.551858796,3.924136464,3.71951475,3.500485498,3.558723499,3.731535371,4.048454848
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,10,2.706407151,2.507463014,2.17284019,2.365990114,2.238230837,2.06715513,2.85598627,2.304526972,1.717785286,2.531611905,2.365605811,1.649197269,2.002424912,2.035347255,2.804360391,-0.033996383,-0.078044838,0.259162744,0.104518813,0.307886297,0.239697331,0.003507303,0.121476771,-0.127918957,0.27733975,0.588139029,0.302091387,0.422298366,-0.198894168,2.499604672,2.245124675,2.247113231,2.319149984,2.44692232,2.132798761,2.624395499,2.232966923,1.9173024,2.308231258,2.483494469,2.146290588,2.150477685,2.321136185,2.464498748
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,11,0.913317483,0.553505086,0.648648785,0.714623983,0.693676428,0.937784476,0.508256113,0.487434697,0.855955341,0.720696592,0.790615956,0.637737571,0.516311893,0.687096435,0.751987333,0.682733027,0.749987421,0.682400225,0.678561015,0.69905579,0.748657208,0.691035805,0.713870295,0.600319224,0.68347814,0.6609719,0.680257308,0.768448471,0.67185705,1.53871764,1.174874452,1.260750864,1.324755324,1.31474083,1.625411123,1.129613326,1.112083403,1.529728356,1.294539869,1.413153809,1.228441564,1.108462478,1.416870608,1.37087522
HARV,US-xHA,Harvard Forest & Quabbin Watershed NEON,12,0.392530077,0.189638114,0.348673338,0.293205179,0.21014319,0.516442031,0.19676785,0.267568374,0.254446214,0.224243342,0.326436988,0.366022834,0.188545929,0.31484843,0.515425472,0.678715452,0.741898561,0.723479443,0.702815271,0.719884174,0.800659535,0.759764116,0.818224689,0.694293162,0.67823985,0.683583455,0.648535259,0.784257473,0.744800394,0.973244312,0.757676704,0.938896973,0.871819499,0.770928546,1.1995927,0.76440222,0.906653084,0.821339629,0.789427333,0.895860147,0.962382266,0.722227793,0.943361319,1.160219307
JERC,US-xJE,The Jones Center At Ichauway NEON,1,0.783921944,0.866807199,1.022536766,0.900237213,1.0285046,1.081693776,1.16722513,1.125708146,1.036672493,0.90902871,0.860034526,1.031034473,1.01853252,0.873397031,0.870214492,0.185626145,0.15555767,0.044185515,0.097128528,0.16889391,0.158892125,0.106324695,0.065537961,0.07994529,0.071331282,0.102245076,0.17076102,0.111199777,0.182571615,1.41E+36,1.122997815,1.09946654,1.063194506,1.279927208,1.410338012,1.350108804,1.238044327,1.256212222,1.052950256,0.95170726,1.252270407,1.317802924,1.037500404,1.151259771
JERC,US-xJE,The Jones Center At Ichauway NEON,2,1.017407753,1.114549903,1.186497162,0.926190861,1.071130069,1.097124069,1.36390879,1.424608767,1.233477746,0.972388249,1.035021431,1.014777587,1.154474504,1.15363671,1.171858291,0.233480575,0.054920407,0.056679926,0.186109086,0.144613648,0.08368157,-0.169166729,-0.104681971,0.061635932,0.080905671,0.139043769,0.094511489,0.075101127,-0.004892188,1.445068324,1.346982744,1.336097463,1.224910389,1.339364749,1.356291525,1.264654904,1.430096089,1.293975165,1.109525314,1.294833958,1.316752426,1.38659011,1.351158761,1.291919372
JERC,US-xJE,The Jones Center At Ichauway NEON,3,1.598884495,1.71905699,1.770647933,1.770314545,1.585258821,1.658512304,1.995758433,1.899809813,1.619244085,1.467964266,1.70094955,1.904070407,1.651086013,1.660275254,1.355931056,0.001811603,-0.206173895,0.029381106,-0.174198002,-0.011887226,-0.154781681,-0.300467735,-0.276751641,-0.098199018,-0.10957319,-0.132621529,-0.227908555,-0.101459927,0.210063946,1.756260913,1.709202527,1.956949538,1.75497592,1.742087798,1.685461198,1.835886913,1.792063973,1.783044341,1.539486103,1.810219076,1.979640841,1.594267591,1.717865645,1.79678763
JERC,US-xJE,The Jones Center At Ichauway NEON,4,3.224027779,2.912874437,3.285447761,2.943963725,2.989634812,2.980063904,2.97168727,2.62172933,2.927865958,3.045143336,2.849605155,2.904872111,2.463306465,2.547945765,2.371476284,-0.696503598,-0.511752902,-0.707363751,-0.598216745,-0.590495701,-0.604436831,-0.596420198,-0.343155272,-0.63190448,-0.542173587,-0.562944079,-0.300436977,-0.318100478,-0.088305251,2.586745428,2.619286691,2.648671591,2.479812254,2.470411249,2.558668906,2.446082309,2.452382582,2.488013748,2.526145974,2.494885006,2.52839405,2.359109208,2.404003084,2.46588419
JERC,US-xJE,The Jones Center At Ichauway NEON,5,3.633047519,4.009558101,4.215903151,3.815417286,4.014433962,3.799779445,3.397931277,3.608315842,3.375054959,4.0798429,3.139793423,3.862712093,3.855233208,3.844894158,4.046745872,-0.807513173,-0.999441351,-0.984880162,-0.862872408,-0.981674076,-0.915482011,-0.684917841,-0.816404591,-1.002563043,-0.574952697,-0.986809793,-0.969790683,-0.987833665,-1.049845451,3.043720004,3.169189514,3.294255787,3.148379366,3.121916681,3.098604636,2.999019568,3.053864966,2.941657037,3.293560301,2.868772725,3.132371602,3.07152586,3.070978255,3.178545011
JERC,US-xJE,The Jones Center At Ichauway NEON,6,4.302179083,4.328605363,5.276928357,5.191437804,4.88566171,4.817535314,3.937542585,4.560176125,4.671402887,5.179736664,3.890313004,4.800760449,4.732873188,5.116143763,5.10840291,-1.001842497,-0.964710365,-1.406038789,-1.503682088,-1.242880268,-1.374830121,-0.770366397,-1.219200356,-1.498820628,-0.846225799,-1.306881158,-1.091801937,-1.4297978,-1.354153013,3.618131993,3.585555352,3.873049155,3.774697173,3.754905496,3.647544588,3.462204035,3.620619026,3.65549525,3.785059964,3.2891768,3.640861657,3.710367644,3.800920658,3.816853541
JERC,US-xJE,The Jones Center At Ichauway NEON,7,5.969455191,6.249686383,6.14612869,6.737750359,5.921025751,6.397457123,6.011010502,5.983811938,5.704334747,6.097577084,5.913358964,6.118943218,6.032597033,5.877879289,6.566367691,-1.692145966,-1.877003286,-1.835073429,-2.222820708,-1.651077914,-1.979374105,-1.73776002,-1.737896802,-1.822151198,-1.648195753,-1.882328557,-1.70828777,-1.621301322,-2.140833715,4.139076688,4.20632337,4.194827024,4.376239409,4.206475692,4.273745083,4.192495837,4.146410737,4.043009415,4.212614268,4.189548922,4.187701622,4.15944019,4.138152705,4.320049853
JERC,US-xJE,The Jones Center At Ichauway NEON,8,5.613507923,5.974920821,6.327221857,6.36005668,6.23419067,7.115804165,6.081617333,5.017876089,5.99849588,5.947577037,5.780700015,5.549271089,5.792271365,5.658887107,6.228337807,-1.390134029,-1.71166405,-1.86019713,-1.882039348,-1.831304487,-2.429574482,-1.640516296,-1.006673935,-1.666314507,-1.737077853,-1.350972467,-1.591800112,-1.603389487,-1.783968984,4.083106759,4.166736071,4.239835244,4.310772726,4.230216129,4.551494334,4.28821905,3.961729149,4.191296225,4.207735432,4.105023779,4.064917714,4.171068813,4.08023117,4.258412141
JERC,US-xJE,The Jones Center At Ichauway NEON,9,3.871460671,3.8459502,3.887276684,3.852397155,4.209456901,4.669016002,4.370631292,3.837119963,4.399740535,3.661952895,4.090340855,4.057425812,4.165677593,4.003846171,3.710918021,-0.84151237,-0.634573464,-0.86395408,-0.714227161,-0.951895815,-1.116638483,-0.929040621,-0.778539551,-0.747123354,-0.923902376,-0.949732335,-0.9175477,-0.803027315,-0.592329214,3.178623015,3.435302713,3.154587448,3.345923558,3.438164532,3.58490014,3.51734395,3.243864322,3.485449503,3.193428679,3.328484135,3.315655803,3.424142954,3.351900285,3.275020146
JERC,US-xJE,The Jones Center At Ichauway NEON,10,1.993670487,2.085104556,1.676620298,2.140389428,1.806463711,2.371905611,2.21804686,1.828610566,1.904582334,1.764886485,1.885318054,1.738169147,1.814725664,2.187799134,2.008704492,-0.158359498,-0.014696894,0.121804525,-0.055521029,-0.022480403,-0.255262341,-0.15869886,-0.01039113,-0.05253246,-0.053647013,0.011118252,0.014738632,-0.251707907,0.031282067,2.063549664,2.340815217,2.073458378,2.360349309,2.081845242,2.296440218,2.279685454,2.070715995,2.188545915,1.989985758,2.074185768,2.016622199,2.128578297,2.179916861,2.331690308
JERC,US-xJE,The Jones Center At Ichauway NEON,11,1.148428321,1.311406525,1.191618995,1.384940911,1.119331364,1.485087379,1.542308363,1.185128835,1.173844884,1.170594433,1.06396881,1.122481971,1.065338331,1.109678275,1.334600428,0.220839934,-0.016059943,0.072492183,0.071330961,0.135331123,-0.073821148,-0.06723802,0.001096753,0.06373727,0.192234719,0.126760204,0.213284492,0.055453829,0.118566927,1.610250363,1.414712924,1.49046001,1.599465306,1.437686225,1.558154298,1.631969655,1.331973551,1.505867695,1.407567307,1.449933273,1.431184299,1.465901886,1.319623255,1.692867194
JERC,US-xJE,The Jones Center At Ichauway NEON,12,0.834323069,0.962444271,0.928252225,1.014374444,0.947510281,1.088071642,1.190421445,0.951023134,0.903741067,0.925038584,1.047043526,0.81336018,0.771072599,0.93518312,0.980624335,0.249540223,0.092714865,0.085888659,0.057868018,0.13002756,0.239737634,0.174344564,0.292605277,0.071098224,0.172148135,0.235919814,0.238538417,0.204565676,0.248010746,1.214135842,1.109498023,1.07961224,1.128087636,1.163266538,1.451589561,1.522838074,1.406324115,1.126886017,1.040756841,1.369431051,1.154791285,1.106213841,1.244421895,1.349746533
JORN,US-xJR,Jornada Experimental Range NEON,1,0.199870308,0.22399958,0.251386589,0.254655552,0.279349167,0.246941117,0.269871051,0.201289433,0.231379126,0.188542025,0.217307028,0.200158169,0.19884874,0.216893169,0.208361013,0.05921833,0.05540107,0.066709823,0.065855478,0.059762668,0.044788555,0.027786131,0.046952527,0.060131675,0.048427033,0.059935671,0.046456307,0.045627302,0.068891842,1.41E+36,0.348720879,0.365878556,0.386583354,0.396906203,0.359354632,0.381747542,0.334145738,0.348767571,0.362362953,0.335525452,0.349431922,0.349302221,0.348785749,0.38566746
JORN,US-xJR,Jornada Experimental Range NEON,2,0.284987846,0.31172244,0.345783335,0.282832328,0.378680484,0.31163378,0.369430165,0.291540521,0.271938725,0.257810076,0.252848452,0.216201456,0.276817223,0.309557463,0.261799947,0.055823219,0.036804686,0.062932351,0.052401019,0.05708444,0.042427599,-0.020502609,0.047710809,0.060216069,0.043316708,0.06343696,0.036351364,0.062082358,0.09152633,0.369891512,0.393365946,0.413920064,0.390192567,0.471932853,0.373624505,0.386777997,0.362368671,0.347661305,0.360792449,0.342914002,0.334492812,0.369420495,0.379808194,0.355562116
JORN,US-xJR,Jornada Experimental Range NEON,3,0.381748081,0.367708526,0.412085588,0.385805333,0.633172859,0.354184948,0.527781803,0.290686085,0.319586717,0.266157521,0.286300079,0.208335679,0.275272997,0.362325035,0.277090637,0.025048047,0.028672118,0.012385505,0.075647654,-0.094122782,0.050818439,-0.092735598,0.041513532,0.055610199,0.048400159,0.057357374,0.042911617,0.036380886,0.067855873,0.431522501,0.441760176,0.44713512,0.480788468,0.526931028,0.401569581,0.471233013,0.372516548,0.390033972,0.355685703,0.386237379,0.351295464,0.379646998,0.414557414,0.3854783
JORN,US-xJR,Jornada Experimental Range NEON,4,0.451420554,0.347457622,0.511637021,0.518408546,0.778658816,0.316156378,0.752958129,0.23381682,0.256631092,0.331328449,0.234845577,0.188642757,0.224142643,0.338610622,0.285731332,-0.018637929,0.029957647,-0.057799813,0.005311551,-0.16955033,0.03940903,-0.194267076,0.0428606,0.001447993,0.077887659,0.06913733,0.070525909,0.016727825,0.030589287,0.523861628,0.544148735,0.544602633,0.595776936,0.60725902,0.501797861,0.597287525,0.433564695,0.455429362,0.468927161,0.466937221,0.472672529,0.458462135,0.478230074,0.453378955
JORN,US-xJR,Jornada Experimental Range NEON,5,0.436321148,0.373810902,0.478615898,0.559136821,0.664581922,0.268797967,1.11775049,0.205435454,0.216824175,0.439420667,0.207228096,0.37267978,0.197062036,0.334591984,0.436362006,0.083763708,0.074891877,0.035995784,0.010284766,-0.052990277,0.129558579,-0.318651169,0.115101757,-0.000224643,0.126198213,0.059439882,0.130450087,0.068498854,0.033004792,0.686276822,0.643757539,0.679225913,0.70975102,0.716881539,0.64659482,0.841971867,0.548310258,0.61024453,0.625629046,0.557751311,0.648179662,0.581327385,0.606047854,0.587280848
JORN,US-xJR,Jornada Experimental Range NEON,6,0.363483534,0.194697347,0.421316685,0.483816741,0.584348259,0.176335487,0.851841871,0.129436515,0.24521102,0.315555951,0.04037324,0.243097343,0.05588088,0.202306819,0.284342069,0.179564651,0.233605532,0.133549814,0.097926887,0.043541724,0.238626498,-0.147551738,0.221768853,0.135228088,0.261460145,0.192016101,0.290137578,0.21798254,0.186457184,0.75352955,0.717505856,0.741788266,0.761499172,0.802303556,0.709624429,0.845153718,0.63345462,0.632032322,0.724669683,0.605426198,0.709888804,0.644660238,0.715476221,0.729122386
JORN,US-xJR,Jornada Experimental Range NEON,7,0.306765259,0.377983816,0.29746165,0.433160151,0.435024438,0.268432474,0.731107833,0.774057941,0.270910493,0.530095307,0.106553078,0.221103832,0.230586786,0.315395966,0.679911608,0.201349431,0.157652305,0.241841772,0.139084011,0.151309427,0.249193816,-0.017063089,-0.062703819,0.073271845,0.315102956,0.232114367,0.229896805,0.195206201,-0.00656492,0.751040441,0.784431375,0.793706151,0.80469793,0.818135913,0.730234163,0.89137246,0.845964222,0.73848096,0.830936131,0.616420522,0.6882631,0.700337311,0.735877444,0.847016833
JORN,US-xJR,Jornada Experimental Range NEON,8,0.336196957,0.481049142,0.333051905,0.658856013,0.508740471,1.049895083,0.590443442,1.482254654,0.249756169,0.754078554,0.39699589,0.231231978,0.847500336,0.659875129,0.613933078,0.198082996,0.141841318,0.215085213,0.035469162,0.115997958,-0.123724953,0.032348022,-0.395847703,-0.037744357,0.172352808,0.242470959,-0.044875495,0.0330553,0.044719712,0.748905019,0.82626531,0.783851216,0.864500868,0.81033723,1.011847859,0.826621451,1.088311453,0.685021175,0.875076121,0.741650997,0.706770098,0.929904392,0.840013316,0.852436047
JORN,US-xJR,Jornada Experimental Range NEON,9,0.508043961,0.494081996,0.403781123,0.611502786,0.575133511,1.482726837,0.551889374,1.144501355,0.388827546,0.622447124,0.328897093,0.342571264,1.157756225,0.776345685,0.33341482,0.109898985,0.121787372,0.171429686,0.058593821,0.076089319,-0.33567013,0.053734503,-0.250305037,0.017218092,0.138317308,0.134471486,-0.231077355,0.001717238,0.201107071,0.739211114,0.741953682,0.735264062,0.766840655,0.781059783,1.053878854,0.750979091,0.886979807,0.622204142,0.788497938,0.645303103,0.657292545,0.948957894,0.867218657,0.703360555
JORN,US-xJR,Jornada Experimental Range NEON,10,0.498580354,0.480263643,0.413218378,0.570753956,0.490089179,0.842126511,0.418763902,0.464747954,0.34754588,0.410206205,0.326207337,0.328941004,0.620678803,0.502765766,0.412316788,0.051093575,0.086357995,0.114848828,0.043178513,0.080681691,-0.117716982,0.041052428,0.018357978,0.05624062,0.079475243,0.092239362,-0.081265787,0.044685977,0.100080464,0.589876299,0.585485919,0.583496897,0.625346754,0.594596848,0.678840549,0.509766665,0.501494541,0.497023882,0.512306329,0.44892544,0.483769378,0.559599668,0.585772269,0.580503581
JORN,US-xJR,Jornada Experimental Range NEON,11,0.319665346,0.311000362,0.299778559,0.382654317,0.294300202,0.408090183,0.289740063,0.280733813,0.215093683,0.281765275,0.260510716,0.275374889,0.301156108,0.288862233,0.278988952,0.067606669,0.081551355,0.100797521,0.056525769,0.069005858,0.007036072,0.115214866,0.054471166,0.046150812,0.072658932,0.096462424,0.082303237,0.078757577,0.074820591,0.415283356,0.415688856,0.425671003,0.46849446,0.390446786,0.42727588,0.42185302,0.368793451,0.365400955,0.365281635,0.379024563,0.363881931,0.394753825,0.401262292,0.375613107
JORN,US-xJR,Jornada Experimental Range NEON,12,0.208394749,0.237180193,0.240865061,0.265235367,0.227693166,0.263031127,0.221055681,0.230136352,0.180496502,0.193799686,0.247325363,0.216617887,0.220538488,0.240799792,0.210884013,0.046420677,0.064989657,0.072318661,0.048547076,0.065632181,0.034265876,0.046937251,0.059634139,0.066345567,0.056751035,0.055287366,0.035758411,0.055543557,0.064343044,0.354629502,0.395446156,0.37505935,0.394395682,0.354314968,0.379774113,0.3550983,0.360435744,0.344161808,0.339910289,0.427950532,0.364445479,0.346912239,0.392769808,0.368561968
KONA,US-xKA,Konza Prairie Agroecosystem NEON,1,0.27066247,0.321951498,0.330265885,0.323499039,0.283006242,0.411596805,0.2618666,0.228822642,0.320795181,0.169901183,0.20902256,0.338190144,0.256131032,0.304240155,0.26464619,0.267872877,0.241108682,0.221316103,0.268733026,0.270496064,0.309688268,0.315556441,0.239670221,0.266799467,0.262174242,0.242707223,0.244248246,0.285835163,0.2654402,1.41E+36,0.600330438,0.570820539,0.622775159,0.565011618,0.773871556,0.590878844,0.483132036,0.565861665,0.430206907,0.524717833,0.610380125,0.530854555,0.613159278,0.549637801
KONA,US-xKA,Konza Prairie Agroecosystem NEON,2,0.308800148,0.447050014,0.358373072,0.211394325,0.390161897,0.435917723,0.299085358,0.393063894,0.420808566,0.297953114,0.285414331,0.339824341,0.347245178,0.276456656,0.292601768,0.281563314,0.257129973,0.244153749,0.291294142,0.305423771,0.174705383,0.198489153,0.226477101,0.202654674,0.257807309,0.24312387,0.294066829,0.253988098,0.35017466,0.566760793,0.75604639,0.630867068,0.575273628,0.758934216,0.658874271,0.52825074,0.639064672,0.733314163,0.527469113,0.58347024,0.647724169,0.679562419,0.548948813,0.692336804
KONA,US-xKA,Konza Prairie Agroecosystem NEON,3,0.513093662,0.579452209,0.573676422,0.712957163,0.565866166,0.651943995,0.695886674,0.546047574,0.553467422,0.50066944,0.533074749,0.716596848,0.484234266,0.521817793,0.469660347,0.253066269,0.242187821,0.249323014,0.253277638,0.25606988,0.237379713,0.331918798,0.298552735,0.345785592,0.354165254,0.381721882,0.237453919,0.236832184,0.287599832,0.798502043,0.890590645,0.88827204,1.075143352,0.913818516,0.972014714,1.101882649,0.909339312,0.896704584,0.885867244,0.958834468,1.195452752,0.753265269,0.82082272,0.88753678
KONA,US-xKA,Konza Prairie Agroecosystem NEON,4,1.675821494,1.399219407,1.998415596,2.141951964,1.539359935,2.055818766,1.370827559,1.119905195,1.127513917,1.749167446,1.116056049,2.697416276,0.903201926,1.010882695,1.318767357,-0.08841345,0.179636863,-0.12427254,-0.258686886,0.046526079,-0.154182466,0.083869593,0.223257971,-0.045489978,0.272569285,-0.489452998,0.338769435,0.345276506,0.172211809,1.682239106,1.677887132,1.895821706,1.954902678,1.681735223,1.970065552,1.581165067,1.417980339,1.430800354,1.764831705,1.449240755,2.248690662,1.34312797,1.464969865,1.570818329
KONA,US-xKA,Konza Prairie Agroecosystem NEON,5,4.506620914,4.040446071,4.85030005,4.919079969,3.301990915,3.514321653,3.768972719,3.306521991,3.544581735,3.700226396,3.275503201,3.426276343,3.264880464,3.375500236,3.488453609,-1.118721999,-1.002619052,-1.370391661,-1.245635368,-0.630669199,-0.576073731,-0.675831277,-0.541639856,-0.715633549,-0.527532125,-0.600037651,-0.452232717,-0.434931593,-0.550864321,3.281066181,3.02730083,3.323673308,3.51785067,2.74923132,3.016866765,3.144215463,2.872033493,3.005361384,2.9988146,2.868771228,2.967885239,2.925992198,3.006486371,2.956353117
KONA,US-xKA,Konza Prairie Agroecosystem NEON,6,5.64447574,4.925871793,5.714793876,5.71023525,5.022338879,4.419309591,5.278119764,5.180907863,6.238001493,6.000245186,5.578582705,3.937409225,5.612941591,5.61933239,4.672649759,-1.342291471,-1.068600227,-1.489701518,-1.473892076,-1.152019486,-0.895204784,-1.20797905,-1.246119034,-1.467605307,-1.391711819,-0.706189999,-1.437243839,-1.257665511,-0.922223598,4.069998922,3.883443896,4.064701879,4.09554085,3.84569542,3.65412948,4.041059725,3.867548492,4.176880299,4.27183171,4.040712458,3.45903696,4.023435613,4.156589787,3.870396564
